location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
SR,2021-08-08,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,85,3,252,26002,665,27336,766,190027,2773,71371,3539,261398,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,0,2,1,0,,,2,1,0,,0,3,4,72.22,27.0,23.12963,31.87037,9.990667,23.611111,81.838656
SR,2021-08-09,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,44,2,,26046,667,,371,190398,2054,73425,2425,263823,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.018519,23.796296,32.87037,1.524,23.685185,77.673855
SR,2021-08-10,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,57,2,,26103,669,,591,190989,745,74170,1336,265159,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,27.555556,24.333333,31.074074,4.402667,24.092593,81.579038
SR,2021-08-11,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,119,2,,26222,671,,353,191342,1157,75327,1510,266669,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,27.555556,24.537037,32.5,11.006667,23.925926,80.91373
SR,2021-08-12,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,96,1,473,26318,672,27809,267,191609,1052,76379,1319,267988,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.111111,24.12963,32.296296,3.302,23.703704,77.23867
SR,2021-08-13,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,115,4,,26433,676,,626,192235,3054,79433,3680,271668,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,26.962963,23.740741,31.685185,13.631333,23.703704,82.494188
SR,2021-08-14,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,106,4,,26539,680,,728,192963,3327,82760,4055,275723,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,27.37037,23.62963,32.537037,6.011333,23.518519,79.861123
SR,2021-08-15,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,54,3,225,26593,683,28034,247,193210,2113,84873,2360,278083,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,25.833333,23.074074,29.074074,9.059333,23.444444,86.769375
SR,2021-08-16,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,48,2,,26641,685,,295,193505,2075,86948,2370,280453,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,26.888889,23.740741,30.666667,10.668,23.611111,82.441229
SR,2021-08-17,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,161,4,,26802,689,,549,194054,2287,89235,2836,283289,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,27.703704,24.166667,31.796296,1.016,24.092593,80.831855
SR,2021-08-18,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,114,3,,26916,692,,317,194371,1611,90846,1928,285217,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.37037,24.5,32.592593,2.116667,24.240741,78.393824
SR,2021-08-19,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,154,4,507,27070,696,28541,408,194779,2605,93451,3013,288230,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.092593,25.5,32.333333,8.551333,24.666667,81.752463
SR,2021-08-20,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,140,0,,27210,696,,588,195367,3992,97443,4580,292810,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.185185,24.574074,32.537037,22.013333,24.277778,79.769734
SR,2021-08-21,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,161,1,,27371,697,,664,196031,6258,103701,6922,299732,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.111111,24.574074,33.092593,4.995333,23.944444,78.23682
SR,2021-08-22,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,132,2,281,27503,699,28822,597,196628,21,103722,618,300350,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.537037,24.203704,33.074074,0.338667,24.166667,77.432608
SR,2021-08-23,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,71,1,,27574,700,,810,197438,7297,111019,8107,308457,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.888889,25.074074,32.796296,0.338667,23.851852,74.520672
SR,2021-08-24,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,202,4,651,27776,704,29473,573,198011,3616,114635,4189,312646,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.666667,25.0,33.333333,0.0,23.62963,74.346686
SR,2021-08-25,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,222,1,652,27998,705,30125,364,198375,1953,116588,2317,314963,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.722222,24.611111,33.203704,0.0,23.5,73.615182
SR,2021-08-26,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,230,2,585,28228,707,30710,354,198729,4498,121086,4852,319815,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.814815,24.907407,32.777778,0.0,23.888889,74.867129
SR,2021-08-27,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,234,2,650,28462,709,31360,380,199109,3449,124535,3829,323644,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.444444,24.537037,32.740741,7.704667,24.185185,77.81554
SR,2021-08-28,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,222,5,471,28684,714,31831,387,199496,4505,129040,4892,328536,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,28.833333,25.074074,33.407407,0.508,23.962963,75.107885
SR,2021-08-29,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,156,1,,28840,715,,1713,201209,2779,131819,4492,333028,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,27.185185,23.12963,32.833333,7.281333,23.555556,80.70405
SR,2021-08-30,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,127,3,276,28967,718,32107,547,201756,1281,133100,1828,334856,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,4,2,2,2,2,1,0,,,2,3,1,,0,4,4,83.33,27.62963,23.277778,32.87037,26.924,23.481481,78.391086
SR,2021-08-31,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,326,3,,29293,721,,684,202440,1584,134684,2268,337124,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,28.240741,25.0,32.333333,0.0,24.166667,78.640553
SR,2021-09-01,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,306,4,726,29599,725,32833,716,203156,2183,136867,2899,340023,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,28.736111,23.527778,32.208333,1.016,23.861111,75.255611
SR,2021-09-02,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,322,5,712,29921,730,33545,702,203858,2042,138909,2744,342767,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,26.981481,23.666667,31.074074,1.185333,23.518519,81.502313
SR,2021-09-03,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,199,3,423,30120,733,33968,1015,204873,2087,140996,3102,345869,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,27.074074,23.592593,31.814815,4.487333,23.740741,82.093221
SR,2021-09-04,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,415,2,916,30535,735,34884,1060,205933,2243,143239,3303,349172,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,26.574074,23.462963,32.259259,4.148667,23.685185,84.24274
SR,2021-09-05,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,320,3,616,30855,738,35500,507,206440,1931,145170,2438,351610,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,28.347222,23.527778,32.083333,11.303,23.986111,77.352591
SR,2021-09-06,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,157,2,,31012,740,,700,207140,1336,146506,2036,353646,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,28.481481,23.925926,32.740741,0.0,23.740741,75.65709
SR,2021-09-07,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,380,3,,31392,743,,769,207909,2148,148654,2917,356563,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,27.759259,24.12963,32.333333,0.677333,24.055556,80.449731
SR,2021-09-08,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,502,3,1037,31894,746,36537,1335,209244,1753,150407,3088,359651,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,28.513889,25.166667,32.027778,6.731,24.263889,78.026391
SR,2021-09-09,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,295,6,,32189,752,,991,210235,1173,151580,2164,361815,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,28.652778,25.027778,32.208333,0.508,24.194444,77.045818
SR,2021-09-10,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,575,4,,32764,756,,1056,211291,1561,153141,2617,364432,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,2,2,2,2,1,0,,,2,3,1,,0,4,4,80.56,28.888889,24.347222,32.472222,1.905,24.277778,76.334854
SR,2021-09-11,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,312,5,718,33076,761,37255,227,211518,335,153476,562,364994,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,2,2,1,0,,,2,3,1,,0,4,4,69.44,29.222222,24.541667,32.791667,0.127,23.902778,73.222934
SR,2021-09-12,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,497,3,,33573,764,,828,212346,983,154459,1811,366805,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,2,2,1,0,,,2,3,1,,0,4,4,69.44,28.537037,23.981481,33.0,0.0,23.092593,72.619273
SR,2021-09-13,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,415,2,926,33988,766,38181,749,213095,1012,155471,1761,368566,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,2,2,1,0,,,2,3,1,,0,4,4,69.44,29.277778,24.180556,32.777778,0.0,23.944444,73.221184
SR,2021-09-14,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,649,7,,34637,773,,971,214066,960,156431,1931,370497,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,2,2,1,0,,,2,3,1,,0,4,4,69.44,29.097222,23.875,32.5,0.0635,24.069444,74.648536
SR,2021-09-15,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,571,7,,35208,780,,820,214886,1112,157543,1932,372429,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,2,2,1,0,,,2,3,1,,0,4,4,69.44,28.851852,24.0,33.12963,0.677333,23.888889,74.692976
SR,2021-09-16,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,609,8,,35817,788,,1650,216536,1963,159506,3613,376042,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,2,2,1,0,,,2,3,1,,0,4,4,69.44,29.611111,25.097222,32.875,0.0,24.458333,74.038088
SR,2021-09-17,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,611,8,1510,36428,796,39691,353,216889,210,159716,563,376605,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,0,2,1,0,,,2,3,1,,0,4,4,58.33,28.037037,24.87037,32.462963,0.0,24.148148,79.667902
SR,2021-09-18,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,318,7,,36746,803,,,,,,,,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,0,2,1,0,,,2,3,1,,0,4,4,58.33,28.083333,24.069444,32.583333,0.508,23.847222,78.032994
SR,2021-09-19,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,225,2,,36971,805,,888,217777,668,160384,1556,378161,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,0,2,1,0,,,2,3,1,,0,4,4,58.33,27.574074,23.666667,31.925926,6.265333,23.833333,80.119109
SR,2021-09-20,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,619,9,,37590,814,,130,217907,280,160664,410,378571,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,0,2,1,0,,,2,3,1,,0,4,4,58.33,27.916667,24.152778,32.25,33.4645,24.138889,80.071406
SR,2021-09-21,ChIJUdXT2dU2CI0RsjYpccDhNxA,Q730,country/SUR,SR,Suriname,SR,SUR,0,547,5,,38137,819,,2274,220181,2101,162765,4375,382946,586634,294822,291812,197114,384258,3.76,0.72,104831,102231,95772,82786,72724,64828,36928,18685,7849,3985250737,6854,287082,4.0,-56.0,163820,139976,692,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,2.7569,1.2101,339.327972,89.513321,2,2,2,3,0,2,0,2,1,0,,,2,3,1,,0,4,4,58.33,28.888889,23.930556,32.125,0.381,24.25,76.171309
