location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
BO,2021-06-18,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,2118,85,9088,419313,16009,1722362,18767,1634281,11262,577200,30029,2211481,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-19,9,-22,-13,-11,10,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,11.759259,6.104938,16.796296,0.141111,,5.858025,69.717691
BO,2021-06-19,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1648,79,5738,420961,16088,1728100,5245,1639526,5204,582404,10449,2221930,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-36,-13,-33,-30,-18,13,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,13.314815,8.351852,18.296296,0.0,,7.981481,72.010365
BO,2021-06-20,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1086,44,4141,422047,16132,1732241,4344,1643870,1693,584097,6037,2227967,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-43,-24,-36,-48,-21,15,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,13.833333,8.180556,19.125,0.0,,7.736111,69.542868
BO,2021-06-21,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,764,42,10827,422811,16174,1743068,72938,1645289,41681,586552,3874,2231841,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-60,-52,-49,-52,-76,30,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,15.805556,9.188889,20.755556,0.0,,9.638889,69.316156
BO,2021-06-22,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1667,69,13653,424478,16243,1756721,13300,1658589,22640,609192,35940,2267781,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-8,14,-14,-11,-13,6,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,16.75,9.5,23.188889,0.0,,10.577778,68.680047
BO,2021-06-23,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,2270,86,13275,426748,16329,1769996,38893,1684182,45312,631864,48265,2316046,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-13,24,-11,-8,-9,6,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,19.122222,11.483333,24.966667,0.0,,11.808642,66.122109
BO,2021-06-24,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,2430,85,12841,429178,16414,1782837,38977,1723159,9487,641351,48464,2364510,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-17,0,-23,-19,-12,8,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,17.84127,10.15873,25.34127,0.0,,7.490741,57.809339
BO,2021-06-25,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,2182,82,9406,431360,16496,1792243,43836,1766995,14217,655568,58053,2422563,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-17,6,-20,-18,-9,10,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,18.866667,10.7,26.238889,1.016,,11.2,63.386556
BO,2021-06-26,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1653,55,6341,433013,16551,1798584,11287,1778282,3810,659378,15097,2437660,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-22,0,-22,-19,-2,8,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,21.938272,14.135802,28.055556,0.141111,,14.364198,62.90065
BO,2021-06-27,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,922,30,10480,433935,16581,1809064,9946,1788228,2904,662282,12850,2450510,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-45,-30,-41,-47,-21,17,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,15.587302,12.174603,28.47619,6.096,,12.31746,82.372175
BO,2021-06-28,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1633,50,12424,435568,16631,1821488,34882,1823110,14243,676525,49125,2499635,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-17,2,-22,-16,-12,10,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,10.383333,6.477778,17.005556,0.8128,,1.588889,56.099749
BO,2021-06-29,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,2055,71,12831,437623,16702,1834319,34641,1857751,15127,691652,49768,2549403,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-14,3,-21,-20,-13,9,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,11.116667,4.666667,17.172222,0.0,,0.138889,47.161814
BO,2021-06-30,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,2001,65,11980,439624,16767,1846299,27562,1885313,13870,705522,41432,2590835,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-11,7,-15,-13,-6,9,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,12.25,1.5,19.316667,0.0,,-0.338889,42.53299
BO,2021-07-01,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1662,55,10960,441286,16822,1857259,243035,1927217,88463,720327,56709,2647544,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-9,10,-16,-11,-8,9,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,14.211111,2.477778,22.6,0.0,,1.234568,43.411402
BO,2021-07-02,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1598,57,7237,442884,16879,1864496,60551,1987768,12854,733181,73405,2720949,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-13,11,-17,-15,-5,10,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,16.672222,5.266667,25.25,0.0,,5.15,47.165913
BO,2021-07-03,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1206,41,5212,444090,16920,1869708,15223,2002991,2740,735921,17963,2738912,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-15,6,-17,-13,-1,7,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,17.802469,7.104938,26.450617,0.0,,6.944444,49.971062
BO,2021-07-04,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,878,31,8791,444968,16951,1878499,97237,2024454,18213,738540,24082,2762994,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-28,-10,-22,-36,-9,11,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,19.436508,8.746032,27.31746,0.0,,10.095238,56.052048
BO,2021-07-05,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1394,34,10785,446362,16985,1889284,37672,2062126,7246,745786,44918,2807912,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-9,11,-14,-11,-8,9,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,15.965278,4.930556,25.194444,0.0,,6.388889,54.745947
BO,2021-07-06,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1851,28,9786,448213,17013,1899070,75994,2138120,10112,755898,86106,2894018,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-6,12,-13,-14,-8,8,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,17.888889,11.0,28.388889,0.0,,5.277778,50.280764
BO,2021-07-07,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1474,54,9085,449687,17067,1908155,179845,2204299,-150803,587737,80018,2974036,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-7,11,-10,-7,-5,8,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,19.866667,9.494444,27.577778,0.0,,9.416667,52.677285
BO,2021-07-08,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1537,59,9000,451224,17126,1917155,45267,2249566,12499,782236,57766,3031802,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-6,13,-10,-5,-6,8,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,17.361111,8.111111,26.287037,0.0,,7.222222,52.453595
BO,2021-07-09,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1452,47,8467,452676,17173,1925622,40366,2289932,8442,790678,48808,3080610,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-7,14,-9,-6,-4,8,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,21.066667,11.505556,27.816667,0.0,,11.633333,56.095929
BO,2021-07-10,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,919,27,8194,453595,17200,1933816,14143,2304075,2165,792843,16308,3096918,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-12,8,-13,-7,2,5,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,21.416667,12.569444,28.909722,0.0,,11.770833,55.68156
BO,2021-07-11,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,646,19,8743,454241,17219,1942559,17156,2321231,3447,796290,20603,3117521,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-17,0,-11,-19,1,7,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,23.419753,16.493827,29.259259,0.0,,13.481481,54.859547
BO,2021-07-12,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1195,31,8927,455436,17250,1951486,52335,2373566,12389,808679,64724,3182245,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-7,11,-11,-7,-8,8,2,0,0,0,0,2,0,2,1,2,0,0,2,3,1,0,0,4,2,27.78,20.833333,11.233333,28.366667,0.0,,11.072222,54.229645
BO,2021-07-13,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1379,37,10527,456815,17287,1962013,224886,2429185,233654,821391,68602,3250847,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-4,12,-9,-10,-8,7,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,21.261111,11.066667,28.344444,0.0,,11.211111,53.821324
BO,2021-07-14,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1397,58,10375,458212,17345,1972388,52709,2481894,15496,836887,67934,3318781,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-5,12,-7,-3,-4,7,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,21.627778,12.683333,28.633333,0.0,,12.827778,58.274944
BO,2021-07-15,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1367,30,10248,459579,17375,1982636,46778,2528672,30189,867258,76538,3395319,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-4,14,-7,0,-5,7,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,18.580247,11.592593,25.895062,0.479778,,11.82716,66.639266
BO,2021-07-16,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1239,31,5983,460818,17406,1988619,87063,2568957,58592,895479,69117,3464436,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-9,12,-15,-6,-19,10,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,15.666667,9.858025,23.154321,3.753556,,9.67284,70.349942
BO,2021-07-17,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,896,37,3620,461714,17443,1992239,18779,2587736,14716,917488,27335,3491771,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-11,6,-15,-6,-1,6,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,17.645833,10.652778,24.222222,0.5715,,10.597222,65.792465
BO,2021-07-18,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,440,15,7671,462154,17458,1999910,1431134,4000091,33750,929229,36449,3528220,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-15,1,-13,-12,1,8,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,15.930556,13.416667,22.888889,4.28625,,7.548611,59.443932
BO,2021-07-19,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,971,17,9399,463125,17475,2009309,48686,2665588,51059,980288,90986,3619206,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-6,11,-12,-7,-7,9,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,15.794444,8.927778,22.0,0.0,,4.044444,46.687168
BO,2021-07-20,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1052,30,9521,464177,17505,2018830,49995,2715583,50597,1030885,87841,3707047,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-3,12,-10,-11,-6,7,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,15.994444,8.038889,22.716667,0.0,,3.566667,44.129968
BO,2021-07-21,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1174,41,8501,465351,17546,2027331,51753,2767336,52130,1083015,88969,3796016,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-4,11,-8,-5,-2,7,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,17.185185,7.364198,25.074074,0.0,,4.425926,43.177609
BO,2021-07-22,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,967,30,8474,466318,17576,2035805,47472,2814808,61916,1144931,91742,3887758,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-2,14,-9,-1,-4,7,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,20.144444,8.95,27.572222,0.0,,8.744444,48.69255
BO,2021-07-23,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,1025,37,5639,467343,17613,2041444,43046,2857854,69759,1214690,96762,3984520,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,1,17,-5,-5,-2,6,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,21.072222,10.072222,28.55,0.0,,10.122222,50.262042
BO,2021-07-24,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,632,24,3222,467975,17637,2044666,16696,2874550,21344,1236034,30170,4014690,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-9,6,-10,-5,2,4,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,22.95679,12.617284,29.981481,0.0,,12.660494,53.046177
BO,2021-07-25,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,448,14,6590,468423,17651,2051256,26013,2900563,27603,1263637,37082,4051772,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-11,3,-5,-11,4,5,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,22.690476,14.515873,28.674603,0.0,,12.198413,53.000447
BO,2021-07-26,ChIJlaK7d4nfXpERv-0VAbvCnhw,Q750,country/BOL,BO,Bolivia,BO,BOL,0,759,21,9111,469182,17672,2060367,39497,2940060,77184,1340821,99784,4151556,11673029,5858019,5815010,3480065,8033035,1835355,4782916,10.775,0.693,2364587,2297696,2039534,1639099,1238343,883592,615318,391941,202919,40895322865,3552,252645,-17.05687,-64.991229,1098580,71.239,6.8,21.8,219.194,138.315,63.7,17.2,1.5589,1.5901,220.274567,55.240124,-6,8,-12,-8,-6,8,2,1,1,1,1,2,1,4,1,2,0,0,2,3,1,0,0,4,4,56.48,22.027778,12.666667,28.3,0.0,,12.394444,55.068084
