location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
KZ,2020-01-20,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-9.311111,-12.155556,-6.877778,0.0,211.836,-10.955556,87.830643
KZ,2020-01-21,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-7.922222,-12.266667,-6.166667,0.0,124.46,-9.822222,86.293977
KZ,2020-01-22,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6.266667,-8.377778,-4.366667,0.0,,-7.988889,87.734337
KZ,2020-01-23,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.133333,-6.811111,-1.955556,0.0,274.32,-4.633333,89.460582
KZ,2020-01-24,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-3.966667,-7.4,-1.088889,,237.066667,-6.288889,84.108913
KZ,2020-01-25,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-9.711111,-13.855556,-5.888889,0.0,,-12.422222,80.776638
KZ,2020-01-26,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-7.796296,-12.990741,-5.37963,0.0,256.54,-9.805556,85.588737
KZ,2020-01-27,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-6.322222,-9.222222,-3.322222,2.54,259.08,-8.244444,86.32386
KZ,2020-01-28,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-9.944444,-18.87037,-3.694444,0.169333,279.4,-11.981481,85.127374
KZ,2020-01-29,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,8.33,-19.537037,-23.583333,-15.435185,0.0,271.272,-22.611111,76.805113
KZ,2020-01-30,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,8.33,-18.351852,-22.101852,-14.268519,0.0,314.325,-21.666667,75.415133
KZ,2020-01-31,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,8.33,-15.231481,-19.481481,-12.027778,0.0,271.272,-19.444444,71.027603
KZ,2020-02-01,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,8.33,-13.046296,-16.490741,-8.925926,0.0,271.272,-16.574074,75.017578
KZ,2020-02-02,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,8.33,-11.518519,-17.62037,-6.805556,0.0,271.272,-14.435185,79.152176
KZ,2020-02-03,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,8.33,-9.259259,-13.444444,-4.583333,0.0,271.272,-12.0,80.589117
KZ,2020-02-04,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,8.33,-4.787037,-10.759259,-1.564815,0.0,219.286667,-6.574074,87.431798
KZ,2020-02-05,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,8.33,-1.398148,-4.046296,0.138889,0.0,281.432,-3.240741,87.41725
KZ,2020-02-06,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,8.33,-6.730159,-9.809524,-3.555556,0.0,234.95,-9.206349,82.833768
KZ,2020-02-07,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,8.33,-1.203704,-7.148148,1.657407,0.0,229.87,-3.444444,84.851179
KZ,2020-02-08,ChIJR6n87AcQqTgRGw6z5C-Ee18,Q232,country/KAZ,KZ,Kazakhstan,KZ,KAZ,0,0,0,,0,0,,,,,,,,18776707,9112939,9663768,7861015,10652915,1862809,2980430,6.955,0.8,3868010,2720923,2573192,2993495,2286421,2039441,1438909,552505,303811,180161741180,9731,0.746,214665,48.0,68.0,2724901,73.15,24.0,6.1,8.8,220.812,94.435,62.7,26.8,7.2936,279.645325,92.700966,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,8.33,1.62037,-0.444444,3.287037,0.0,217.805,-1.37963,80.981841
