location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
CL,2021-03-11,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5566,156,0,65686,873512,21362,,0,171469,4645691,245762,1545335,417231,6191026,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-33,-10,-40,-23,-18,14,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,21.433333,15.994444,29.788889,0.0,,12.338889,58.004216
CL,2021-03-12,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5983,89,0,69517,879485,21451,,0,151266,4796957,223264,1768599,374530,6565556,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-29,-2,-37,-21,-16,13,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,20.746914,15.58642,26.537037,0.0,,12.820988,61.847334
CL,2021-03-13,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5928,123,0,68151,885379,21574,,0,24292,4821249,26193,1794792,50485,6616041,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-64,-32,-66,-45,-27,21,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,20.333333,14.802469,27.061728,0.649111,,13.574074,66.413024
CL,2021-03-14,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5734,100,0,68968,891110,21674,,0,2753,4824002,3839,1798631,6592,6622633,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-66,-36,-67,-43,-24,19,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,19.358025,13.697531,27.17284,2.116667,,13.938272,71.453469
CL,2021-03-15,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5117,98,0,46380,896231,21772,,0,157927,4981929,272566,2071197,430493,7053126,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-32,-8,-45,-24,-17,13,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,18.407407,15.17284,25.876543,2.25425,,14.351852,77.429212
CL,2021-03-16,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,4591,17,0,37465,900782,21789,,0,166699,5148628,243733,2314930,410432,7463558,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-32,-8,-43,-23,-17,14,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,18.722222,13.376543,24.061728,1.241778,,12.253086,66.448247
CL,2021-03-17,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,4395,27,0,70195,905212,21816,,0,151349,5299977,216116,2531046,367465,7831023,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-33,-7,-43,-22,-15,14,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,17.08642,12.469136,24.635802,1.467556,,11.635802,71.045926
CL,2021-03-18,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,6249,172,0,73129,911469,21988,,0,148933,5448910,186229,2717275,335162,8166185,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-38,-13,-46,-27,-18,16,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,14.018519,11.419753,19.845679,0.987778,,10.728395,80.945479
CL,2021-03-19,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,6604,99,0,76275,918053,22087,,0,139914,5588824,154834,2872109,294748,8460933,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-34,-5,-42,-25,-17,16,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,14.566667,10.338889,20.205556,0.1524,,9.738889,73.201183
CL,2021-03-20,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7084,93,0,76335,925089,22180,,0,23196,5612020,11021,2883130,34217,8495150,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-65,-33,-69,-48,-28,23,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,16.123457,9.5,23.537037,0.0,,9.703704,66.33125
CL,2021-03-21,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,6836,99,0,75880,931939,22279,,0,2852,5614872,1173,2884303,4025,8499175,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-68,-39,-69,-47,-24,21,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,17.160494,10.901235,23.938272,0.0,,9.709877,62.44421
CL,2021-03-22,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,6155,80,0,54615,938094,22359,,0,146822,5761694,122080,3006383,268902,8768077,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-40,-13,-49,-32,-20,17,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,18.691358,12.04321,25.734568,0.112889,,10.141975,58.305408
CL,2021-03-23,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,4948,25,0,39770,942958,22384,,0,150347,5912041,90684,3097067,241031,9009108,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-39,-9,-48,-29,-20,16,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,3,79.17,18.455556,10.333333,26.527778,0.0,,10.311111,60.397574
CL,2021-03-24,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,4826,18,0,70922,947783,22402,,0,154343,6066384,64856,3161923,219199,9228307,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-38,-4,-48,-26,-19,16,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,18.469136,11.407407,26.154321,0.0,,11.654321,65.606621
CL,2021-03-25,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7023,122,0,77308,954762,22524,,0,157536,6223920,55296,3217219,212832,9441139,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-49,-16,-53,-40,-25,20,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,16.790123,12.104938,24.648148,0.03175,,10.388889,66.728108
CL,2021-03-26,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7626,63,0,79262,962321,22587,,0,166643,6390563,51197,3268416,217840,9658979,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-44,0,-49,-37,-23,20,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,14.932099,8.907407,22.969136,0.762,,8.54321,66.765828
CL,2021-03-27,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7588,66,0,78444,969913,22653,,0,12949,6403512,2753,3271169,15702,9674681,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-88,-84,-85,-77,-51,33,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,15.944444,7.135802,24.777778,0.028222,,6.777778,56.502174
CL,2021-03-28,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7326,101,0,75958,977243,22754,,0,970,6404482,424,3271593,1394,9676075,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-89,-87,-85,-77,-47,29,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,16.598765,8.604938,25.493827,0.0,,7.5,57.090657
CL,2021-03-29,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7247,316,0,46387,984484,23070,,0,151349,6555831,115586,3387179,266935,9943010,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-50,-17,-55,-42,-27,20,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,16.623457,9.777778,25.179012,0.0,,9.024691,63.077318
CL,2021-03-30,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5394,37,0,41827,989492,23107,,0,134004,6689835,144824,3532003,278828,10221838,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-49,-16,-53,-40,-27,20,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,16.9,9.205556,24.727778,0.0,,8.938889,61.68329
CL,2021-03-31,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,6053,28,0,69121,995538,23135,,0,127219,6817054,153276,3685279,280495,10502333,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-47,-7,-52,-37,-26,19,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,16.972222,10.516667,24.338889,0.0,,10.461111,67.451089
CL,2021-04-01,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7830,193,0,73543,1003406,23328,,0,134902,6951956,168660,3853939,303562,10805895,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-42,7,-47,-31,-27,18,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,17.005556,11.794444,23.888889,0.0,,11.738889,72.607814
CL,2021-04-02,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,8112,93,0,70458,1011485,23421,,0,1895,6953851,5215,3859154,7110,10813005,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-79,-49,-72,-67,-73,40,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,17.191358,11.345679,23.734568,0.028222,,12.388889,74.361337
CL,2021-04-03,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,8028,103,0,69095,1019478,23524,,0,1881,6955732,1349,3860503,3230,10816235,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-75,-48,-74,-61,-48,28,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,18.154321,11.598765,25.771605,0.03175,,12.024691,68.901801
CL,2021-04-04,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7304,120,0,45821,1026785,23644,,0,665,6956397,469,3860972,1134,10817369,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-74,-50,-73,-54,-28,23,3,3,2,4,1,3,2,3,2,2,0,0,2,3,2,0,0,2,4,79.17,17.716049,12.888889,25.783951,0.0,,12.080247,70.533133
CL,2021-04-05,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5807,33,0,35604,1032612,23677,,0,80020,7036417,205031,4066003,285051,11102420,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-52,-23,-57,-43,-30,21,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,19.255556,12.8,26.127778,0.0,,12.211111,64.61272
CL,2021-04-06,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5164,57,0,30671,1037780,23734,,0,93203,7129620,146822,4212825,240025,11342445,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-53,-24,-57,-43,-31,22,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,19.401235,12.851852,26.67284,0.0,,13.271605,68.363355
CL,2021-04-07,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5134,62,0,70204,1043022,23796,,0,94933,7224553,138507,4351332,233440,11575885,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-54,-24,-57,-43,-31,22,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,18.544444,12.144444,26.177778,0.0,,13.066667,71.634769
CL,2021-04-08,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,8195,183,0,77899,1051270,23979,,0,76806,7301359,162906,4514238,239712,11815597,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-55,-26,-58,-44,-31,23,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,18.08642,13.487654,24.308642,0.338667,,12.308642,69.779479
CL,2021-04-09,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,9171,129,0,73833,1060421,24108,,0,70941,7372300,148169,4662407,219110,12034707,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-53,-20,-57,-43,-29,25,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,15.316667,9.65,22.611111,0.0508,,9.133333,67.284444
CL,2021-04-10,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,8124,105,0,72297,1068522,24213,,0,11201,7383501,14849,4677256,26050,12060757,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-67,-36,-70,-52,-30,25,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,13.364198,9.302469,19.919753,0.338667,,8.555556,73.7917
CL,2021-04-11,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7945,133,0,73293,1076499,24346,,0,1101,7384602,1357,4678613,2458,12063215,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-71,-45,-71,-52,-27,23,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,14.438272,6.58642,24.055556,0.790222,,6.660494,60.25175
CL,2021-04-12,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,6372,137,0,49904,1082920,24483,,0,78228,7462830,159043,4837656,237271,12300486,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-54,-29,-57,-44,-30,22,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,15.592593,6.666667,24.839506,0.0,,6.438272,56.47562
CL,2021-04-13,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5718,35,0,36705,1088710,24518,,0,75055,7537885,160434,4998090,235489,12535975,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-54,-29,-57,-43,-31,22,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,16.205556,7.9,25.194444,0.0,,7.427778,58.748147
CL,2021-04-14,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,5497,30,0,70821,1094267,24548,,0,79426,7617311,150308,5148398,229734,12765709,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-54,-27,-58,-43,-30,23,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,16.598765,9.895062,25.617284,0.03175,,9.932099,66.461409
CL,2021-04-15,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7357,218,0,77375,1101698,24766,,0,62350,7679661,145033,5293431,207383,12973092,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-54,-26,-57,-42,-30,23,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,17.08642,10.518519,25.246914,0.0,,10.518519,66.969143
CL,2021-04-16,ChIJL68lBEHFYpYRHbkCERPhBQU,Q298,country/CHL,CL,Chile,CL,CHL,0,7590,157,0,72806,1109311,24923,,0,58474,7738135,135969,5429400,194443,13167535,17574003,8972014,8601989,2341903,16610135,6723516,6723516,25.71,0.832,2428079,2493879,2995538,2945404,2578404,2352271,1791787,993126,537721,282318159744,14896,0.674,167454,-33.0,-71.0,756700,709418,12027,80.042,37.8,8.6,6.2,107.669,59.035,25.3,12.4,13.3248,2.5912,1381.986206,463.437714,-52,-19,-56,-42,-28,24,3,3,2,4,1,3,2,4,2,2,0,0,2,3,2,0,0,2,4,81.94,17.462963,10.512346,25.067901,0.028222,,10.740741,66.65209
