location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MR,2022-01-03,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,825,2,,43497,874,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,0,0,0,0,0,1,0,0,,,2,3,1,,0,3,5,17.59,,,,,,
MR,2022-01-04,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,949,2,,44446,876,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,0,0,0,0,0,1,0,0,,,2,3,1,,0,3,5,17.59,,,,,,
MR,2022-01-05,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1379,4,,45825,880,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,0,0,0,0,0,1,0,0,,,2,3,1,,0,3,5,17.59,,,,,,
MR,2022-01-06,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1211,1,,47036,881,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,0,0,0,0,0,1,0,0,,,2,3,1,,0,3,5,17.59,,,,,,
MR,2022-01-07,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1069,4,,48105,885,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-08,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,901,1,,49006,886,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-09,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,667,2,,49673,888,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-10,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1029,3,,50702,891,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-11,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,1093,2,,51795,893,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-12,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,977,2,,52772,895,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-13,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,871,5,,53643,900,763203,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-14,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,750,3,,54393,903,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-15,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,598,5,,54991,908,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-16,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,404,1,,55395,909,,57711,1442475,33175,955826,0,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-17,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,463,2,,55858,911,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-18,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,438,3,,56296,914,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-19,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,370,2,,56666,916,796665,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-20,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,280,4,4097,56946,920,800762,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-21,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,226,4,,57172,924,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-22,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,212,3,,57384,927,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-23,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,96,5,,57480,932,811083,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-24,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,168,2,2814,57648,934,813897,20236,1462711,20000,975826,0,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,0,1,2,4,0,0,0,1,0,0,,,2,3,1,,0,3,5,39.81,,,,,,
MR,2022-01-25,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,146,3,,57794,937,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,1,0,0,,,2,3,0,,0,3,5,43.52,,,,,,
MR,2022-01-26,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,125,3,,57919,940,820383,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,1,0,0,,,2,3,0,,0,3,5,43.52,,,,,,
MR,2022-01-27,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,122,5,,58041,945,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-01-28,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,88,4,,58129,949,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-01-29,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,69,4,,58198,953,828868,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-01-30,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,45,0,2500,58243,953,831368,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-01-31,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,55,3,2460,58298,956,833828,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-01,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,37,3,,58335,959,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-02,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,46,3,,58381,962,839404,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-03,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,26,0,,58407,962,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-04,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,36,2,,58443,964,844397,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-05,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,15,3,,58458,967,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-06,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,32,2,,58490,969,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-07,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,18,0,,58508,969,850870,33979,1496690,26504,1002330,0,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-08,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,19,2,,58527,971,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,30.0,26.0,32.0,0.0,-1.222222,13.191313
MR,2022-02-09,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,15,0,,58542,971,855121,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-10,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,15,0,,58557,971,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-11,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,6,1,,58563,972,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,4,0,0,,,2,3,0,,0,3,5,51.85,,,,,,
MR,2022-02-12,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,6,0,,58569,972,859442,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,1,0,0,,,2,3,0,,0,3,5,43.52,24.277778,18.0,27.0,0.0,-1.222222,18.455953
MR,2022-02-13,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,6,1,,58575,973,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,1,0,0,,,2,3,0,,0,3,5,43.52,,,,,,
MR,2022-02-14,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,2,0,,58577,973,863653,9274,1505964,7269,1009599,0,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,1,0,0,,,2,3,0,,0,3,5,43.52,,,,,,
MR,2022-02-15,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,7,0,,58584,973,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,1,0,0,,,2,3,0,,0,3,5,43.52,,,,,,
MR,2022-02-16,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,9,2,,58593,975,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,1,0,0,,,2,3,0,,0,3,5,43.52,24.5,19.0,27.0,0.0,-2.0,17.200147
MR,2022-02-17,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,2,1,,58595,976,870052,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,1,0,0,,,2,3,0,,0,3,5,43.52,,,,,,
MR,2022-02-18,ChIJTzmzFMO4gA4RTlO-1usLIoM,Q1025,country/MRT,MR,Mauritania,MR,MRT,0,9,0,,58604,976,,,,,,,,4649660,2334981,2314679,2058875,2466821,1258973,1258973,4.511,0.52,1307828,1007555,787902,619779,422632,267150,151073,67186,18555,7593752450,1677,0.353,2695812,21.0,-11.0,1030700,1041101,771,64.704,7.1,51.5,218.359,176.149,169.5,18.1,0.9252,0.1865,48.817131,24.186684,1,1,2,4,0,0,0,1,0,0,,,2,3,0,,0,3,5,43.52,,,,,,
