location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,population,population_male,population_female,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
ER,2020-06-24,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,144,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-06-25,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,23,0,167,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-06-26,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,24,0,191,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-06-27,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,191,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-06-28,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,191,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-06-29,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,12,0,203,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-06-30,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,203,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-07-01,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,12,0,215,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-07-02,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,215,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-07-03,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,215,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-07-04,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,215,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-07-05,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,215,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,3,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,93.52,,,,,,
ER,2020-07-06,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,215,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-07,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,215,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-08,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,17,0,232,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-09,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,232,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-10,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,232,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-11,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,232,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-12,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,232,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-13,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,232,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-14,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,232,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-15,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,19,0,251,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-16,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,251,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-17,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,251,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-18,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,251,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-19,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,251,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-20,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,251,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-21,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,251,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,14.777778,14.0,15.222222,9.906,13.5,92.057666
ER,2020-07-22,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,10,0,261,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-23,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,261,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-24,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,2,0,263,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-25,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,263,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-26,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,2,0,265,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,16.611111,14.222222,19.0,6.096,15.333333,92.165194
ER,2020-07-27,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,265,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-28,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,265,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-29,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,14,0,279,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-07-30,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,279,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,16.555556,14.0,18.777778,0.0,14.055556,85.175558
ER,2020-07-31,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,279,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-01,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,279,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,15.388889,13.277778,17.222222,4.064,13.555556,88.831487
ER,2020-08-02,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,3,0,282,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,17.388889,13.5,21.611111,0.0,14.333333,82.260925
ER,2020-08-03,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,282,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-04,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,282,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-05,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,282,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-06,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,3,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-07,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-08,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,17.5,13.777778,21.777778,0.0,13.722222,78.513386
ER,2020-08-09,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-10,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,17.777778,13.388889,21.611111,0.0,14.666667,82.014743
ER,2020-08-11,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-12,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-13,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-14,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-15,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,,,,,,
ER,2020-08-16,ChIJZYW6nT9abRYR-g4SL_AIwhc,Q986,country/ERI,ER,Eritrea,ER,ERI,0,0,0,285,1,,3546427,1777548,1768879,35.113,0.44,971770,860625,572236,460764,280842,171950,128327,77082,22831,296961,15.483333,38.25,117600,122239,366,65.941,5.7,5.1,31.3,276.241,202.445,173.7,23.9,1.4397,0.0628,32.911999,19.458075,2,3,2,4,2,2,2,3,0,1,0,0,2,1,1,0,0,0,0,89.81,18.333333,13.611111,21.777778,16.002,15.166667,81.791832
