location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MU,2021-07-13,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,40,0,2364,18,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-4,-4,-9,-26,-17,-3,2,2,1,3,0,0,2,4,1,2,0,0,2,3,2,0,0,4,4,57.41,20.875,18.333333,23.5,3.1115,15.125,70.17336
MU,2021-07-14,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,2364,18,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-5,-6,-14,-25,-14,-3,2,2,1,3,0,0,2,4,1,2,0,50000,2,3,2,0,0,4,4,57.41,20.777778,18.152778,23.347222,0.254,16.041667,74.872574
MU,2021-07-15,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,171,1,2535,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-7,-5,-14,-24,-18,-3,2,2,1,3,0,0,2,1,1,2,0,0,2,3,2,0,0,4,4,49.07,20.861111,17.291667,24.319444,3.4925,15.625,72.311477
MU,2021-07-16,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,2535,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-10,-4,-18,-22,-3,-2,2,2,1,3,0,0,2,1,1,2,0,0,2,3,2,0,0,4,4,49.07,20.791667,18.319444,24.055556,1.7145,16.375,76.029119
MU,2021-07-17,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,2535,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-3,4,-21,-29,26,-5,2,2,1,3,0,0,2,1,1,2,0,0,2,3,2,0,0,4,4,49.07,20.388889,19.0,23.347222,4.741333,16.583333,79.03432
MU,2021-07-18,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,196,0,2731,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-3,1,-18,-40,-20,-3,2,2,1,3,0,0,2,1,1,2,0,0,2,3,2,0,0,4,4,49.07,21.027778,18.055556,24.208333,3.302,17.125,78.593814
MU,2021-07-19,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,389,0,3120,19,,11848,608103,127525,432800,139373,1040903,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-5,-6,-17,-30,-16,-4,2,2,1,3,0,0,2,1,1,2,0,0,2,3,2,0,0,4,4,49.07,21.208333,17.25,24.277778,6.7945,16.347222,74.048708
MU,2021-07-20,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,61,0,3181,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-2,-3,-12,-23,-15,-3,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.097222,19.027778,23.597222,2.9845,15.555556,71.11761
MU,2021-07-21,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,207,0,3388,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-10,-8,-12,-29,-22,-2,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.055556,18.305556,24.458333,4.8895,15.763889,72.033057
MU,2021-07-22,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,205,0,3593,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-6,-3,-10,-24,-19,-3,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.537037,18.0,24.666667,2.624667,15.185185,67.205032
MU,2021-07-23,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,136,0,3729,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-10,-2,-17,-21,0,-3,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.5,18.259259,25.074074,0.508,14.685185,65.273112
MU,2021-07-24,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,56,0,3785,19,,5031,613134,49560,482360,54591,1095494,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-1,9,-15,-27,28,-6,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.013889,17.125,24.583333,3.640667,15.402778,70.712286
MU,2021-07-25,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,59,0,3844,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-1,5,-5,-38,-19,-4,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.013889,18.083333,24.125,0.084667,15.263889,69.854973
MU,2021-07-26,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,69,0,3913,19,,20879,634013,40109,522469,60988,1156482,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-3,-1,-14,-28,-12,-4,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,20.416667,17.25,24.041667,0.0,15.291667,72.862098
MU,2021-07-27,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,3913,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-1,1,-8,-25,-13,-3,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,19.958333,17.185185,23.472222,12.022667,16.694444,81.764746
MU,2021-07-28,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,3913,19,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-3,1,-19,-28,-7,-3,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,18.791667,13.902778,21.680556,14.308667,16.333333,85.773735
MU,2021-07-29,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,301,1,4214,20,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,6,12,-10,-21,-14,-4,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,20.666667,18.555556,23.583333,6.731,15.888889,74.310251
MU,2021-07-30,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,4214,20,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,5,13,-10,-14,5,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,20.402778,15.805556,23.097222,8.297333,16.194444,76.9851
MU,2021-07-31,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,179,0,4393,20,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,15,24,-10,-16,31,-9,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,20.902778,17.902778,23.611111,1.0795,14.930556,68.930153
MU,2021-08-01,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,4393,20,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,13,20,-3,-29,-15,-7,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,20.611111,17.875,23.402778,0.338667,15.333333,72.157648
MU,2021-08-02,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,100,0,4493,20,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,9,12,-10,-20,-9,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,19.930556,15.777778,24.083333,1.905,14.513889,71.253364
MU,2021-08-03,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,99,0,4592,20,,49629,683642,31562,554031,81191,1237673,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,11,11,5,-17,-12,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,20.069444,15.569444,23.902778,0.0,13.180556,64.874401
MU,2021-08-04,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,4592,20,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,4,3,-10,-19,-4,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,19.694444,17.458333,22.180556,0.508,15.319444,76.35055
MU,2021-08-05,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,4592,20,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,5,7,-6,-17,-11,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,19.666667,17.277778,22.486111,1.8415,13.5,67.830567
MU,2021-08-06,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,418,0,5010,20,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,1,6,-9,-15,7,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,19.833333,17.069444,23.527778,0.127,14.958333,73.638243
MU,2021-08-07,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,110,1,5120,21,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,11,15,-11,-20,32,-8,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,20.75,17.930556,24.013889,2.032,15.763889,73.459237
MU,2021-08-08,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,99,0,5219,21,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,7,10,-7,-32,-18,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.138889,18.069444,25.25,2.286,16.986111,78.182629
MU,2021-08-09,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,5219,21,,37268,720910,22149,576180,59417,1297090,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,5,2,-9,-21,-8,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.152778,18.861111,24.777778,10.033,18.111111,83.007515
MU,2021-08-10,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,130,0,5349,21,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,6,2,-2,-19,-10,-4,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.555556,18.555556,25.416667,5.334,18.444444,82.736418
MU,2021-08-11,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,258,0,5607,21,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,5,1,-1,-19,-3,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.847222,18.138889,25.430556,3.7465,18.236111,80.099823
MU,2021-08-12,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,5607,21,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,4,3,-4,-19,-12,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,22.305556,19.805556,25.25,0.0635,18.472222,79.187961
MU,2021-08-13,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,358,0,5965,21,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,0,6,-5,-14,6,-5,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.666667,18.208333,24.930556,1.27,17.819444,79.216855
MU,2021-08-14,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,157,1,6122,22,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,7,15,-3,-18,30,-8,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,21.444444,17.125,25.25,0.0635,17.069444,76.372741
MU,2021-08-15,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,6122,22,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,7,16,5,-30,-17,-7,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,19.680556,17.222222,22.625,0.677333,14.097222,70.378667
MU,2021-08-16,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,338,0,6460,22,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,5,0,-8,-24,-12,-4,2,2,1,3,0,1,1,3,2,2,0,0,2,3,2,0,0,3,4,51.85,20.0,16.708333,24.680556,1.016,14.138889,69.088101
MU,2021-08-17,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,298,0,6758,22,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,3,-1,-4,-20,-11,-4,2,2,1,3,0,1,0,2,2,2,,,2,3,2,,0,3,5,49.07,20.305556,17.736111,23.208333,0.8255,14.555556,70.249227
MU,2021-08-18,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,312,0,7070,22,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,1,-2,-9,-20,-1,-5,2,2,1,3,0,1,0,2,2,2,,,2,3,2,,0,3,5,49.07,20.583333,18.069444,23.5,1.778,14.958333,70.923696
MU,2021-08-19,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,373,0,7443,22,,47324,768234,82015,658195,129339,1426429,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,0,-1,-6,-19,-10,-4,2,2,1,3,0,1,0,2,2,2,,,2,3,2,,0,3,5,49.07,21.083333,18.305556,24.305556,0.381,15.055556,68.771256
MU,2021-08-20,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,371,1,7814,23,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,-1,2,-7,-16,9,-4,2,2,1,3,0,1,0,2,2,2,,,2,3,2,,0,3,5,49.07,21.25,17.152778,24.972222,0.0,15.763889,71.859404
MU,2021-08-21,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,284,2,8098,25,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,7,13,-13,-18,31,-8,2,2,1,3,0,1,0,2,2,2,,,2,3,2,,0,3,5,49.07,21.097222,17.777778,24.75,1.524,16.527778,75.817405
MU,2021-08-22,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,236,1,8334,26,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,11,12,7,-27,-17,-8,2,2,1,3,0,1,0,2,2,2,,,2,3,2,,0,3,5,49.07,20.944444,16.5,25.166667,0.0,15.416667,70.825508
MU,2021-08-23,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,333,1,8667,27,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,2,-2,-7,-25,-7,-5,2,2,1,3,0,1,0,2,2,2,,,2,3,2,,0,3,5,49.07,19.708333,15.694444,23.875,0.0,12.666667,64.276517
MU,2021-08-24,ChIJyXRE-U1QfCERMdBrEcLZA0I,Q1027,country/MUS,MU,Mauritius,MU,MUS,0,0,0,8667,27,,,,,,,,1271767,627480,644287,749731,515980,626.486,0.79,132886,175164,196809,175108,182090,175349,137990,69213,27158,14180444557,11203,0.626,535828,-20.2,57.5,2040,727,1276,74.416341,21.6,22.0,13.6,188.405,93.506,38.3,22.6,3.5152,2.5331,599.699768,293.04718,3,-1,1,-24,-8,-4,2,2,1,3,0,1,0,2,2,2,,,2,3,2,,0,3,5,49.07,20.041667,16.916667,23.472222,0.677333,13.444444,66.124766
