location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
DZ,2020-01-14,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.013889,4.347222,18.055556,0.0,-1.986111,40.471747
DZ,2020-01-15,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.486111,5.416667,17.527778,0.0,-1.5,40.747786
DZ,2020-01-16,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.972222,8.5,18.055556,0.0,2.597222,49.565261
DZ,2020-01-17,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.375,7.861111,20.875,0.0,1.208333,44.004099
DZ,2020-01-18,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.180556,6.055556,21.152778,0.0,-1.555556,36.307653
DZ,2020-01-19,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.625,5.430556,21.125,0.0,-3.111111,33.401358
DZ,2020-01-20,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.416667,6.444444,23.875,0.0,-5.055556,24.340731
DZ,2020-01-21,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.986111,9.458333,23.847222,0.0,-4.347222,25.26538
DZ,2020-01-22,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.75,8.638889,23.986111,0.0,-1.486111,31.439495
DZ,2020-01-23,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.041667,8.305556,25.180556,0.0,-1.416667,30.788013
DZ,2020-01-24,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.847222,9.375,23.805556,0.0,-0.736111,32.561557
DZ,2020-01-25,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.097222,9.875,24.375,0.0,-1.861111,27.464187
DZ,2020-01-26,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.972222,11.930556,25.347222,0.0,0.513889,31.073445
DZ,2020-01-27,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.305556,10.597222,23.611111,0.0,-1.416667,30.701051
DZ,2020-01-28,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.166667,9.472222,22.222222,0.0,-1.208333,32.768499
DZ,2020-01-29,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.805556,8.277778,22.527778,0.0,-4.458333,26.283524
DZ,2020-01-30,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.763889,8.430556,24.694444,0.0,-8.027778,19.111315
DZ,2020-01-31,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.347222,9.25,26.472222,0.0,-5.555556,20.848698
DZ,2020-02-01,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.833333,11.430556,27.222222,0.0,-4.0,21.603784
DZ,2020-02-02,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.902778,12.180556,26.111111,0.0,-0.375,27.783595
DZ,2020-02-03,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.125,12.194444,25.472222,0.0,0.430556,30.859514
DZ,2020-02-04,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.277778,10.0,27.037037,0.0,1.148148,29.812078
DZ,2020-02-05,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.208333,10.291667,27.833333,0.0,-0.291667,27.173262
DZ,2020-02-06,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.402778,12.069444,24.388889,0.0,-1.833333,27.199244
DZ,2020-02-07,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.597222,9.402778,23.430556,0.0,-7.194444,20.534351
DZ,2020-02-08,ChIJ0XsDKGqKfg0RovjXq-O-QHE,Q262,country/DZA,DZ,Algeria,DZ,DZA,0,0,0,1,30,,,,,,,,43851043,22153808,21697235,11542954,31510100,2729325,2729325,18.411,0.754,9677490,6731747,6573715,7275235,5448619,3800056,2530542,1237834,575805,169988236398,3948,0.523,192756,28.0,1.0,2381740,2285675,30195,76.693,15.6,6.7,20.1,102.851,80.672,49.7,14.2,1.9,1.5477,1.7193,258.494293,84.136894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.0,9.013889,24.541667,0.0,-9.236111,17.033023
