location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
TO,2020-05-06,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,26.736111,22.069444,29.347222,0.0,24.597222,88.111844
TO,2020-05-07,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,27.333333,24.055556,29.444444,1.5875,24.861111,86.44355
TO,2020-05-08,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,27.222222,24.722222,29.305556,0.0635,24.486111,85.143702
TO,2020-05-09,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,27.555556,25.180556,29.430556,0.0,24.611111,84.075225
TO,2020-05-10,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,25.916667,23.0,29.680556,1.693333,24.027778,89.375237
TO,2020-05-11,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,24.986111,20.277778,29.0,11.176,21.597222,81.760098
TO,2020-05-12,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,23.944444,19.555556,28.541667,0.0,20.847222,82.914496
TO,2020-05-13,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,25.583333,20.222222,28.652778,0.0,23.166667,86.582848
TO,2020-05-14,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,25.333333,21.402778,28.680556,15.0495,23.194444,87.963948
TO,2020-05-15,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,24.444444,20.097222,28.222222,10.4775,21.25,82.826928
TO,2020-05-16,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,24.263889,20.138889,28.305556,0.0,20.736111,81.003764
TO,2020-05-17,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,23.819444,19.680556,27.194444,0.0,20.611111,82.307503
TO,2020-05-18,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,23.861111,19.527778,26.972222,0.0635,20.222222,80.293656
TO,2020-05-19,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,25.402778,21.097222,27.222222,0.0,21.986111,81.410856
TO,2020-05-20,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,25.194444,21.527778,27.819444,6.180667,22.125,83.347356
TO,2020-05-21,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,23.680556,21.555556,27.638889,1.27,21.680556,88.635933
TO,2020-05-22,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,22.972222,19.986111,26.361111,41.232667,21.069444,89.214323
TO,2020-05-23,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,23.597222,20.097222,26.777778,0.4445,20.430556,82.735723
TO,2020-05-24,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,24.055556,19.305556,27.194444,0.0,20.680556,81.806726
TO,2020-05-25,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,24.694444,19.75,26.902778,0.0,20.305556,76.687585
TO,2020-05-26,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,25.138889,21.75,27.569444,0.0,20.902778,77.40795
TO,2020-05-27,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,24.333333,20.097222,27.944444,0.0,21.027778,81.908857
TO,2020-05-28,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,1,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,50.93,24.472222,19.944444,27.75,0.0,21.652778,84.433926
TO,2020-05-29,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,24.666667,20.027778,27.652778,0.5715,21.625,83.309722
TO,2020-05-30,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,24.75,20.277778,28.319444,0.127,22.347222,86.579093
TO,2020-05-31,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,26.541667,21.708333,28.777778,2.455333,24.902778,90.756513
TO,2020-06-01,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,25.958333,22.875,27.75,6.519333,24.319444,90.736092
TO,2020-06-02,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,26.222222,23.944444,28.125,6.0325,23.263889,83.8529
TO,2020-06-03,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,26.166667,24.305556,28.166667,0.127,22.333333,79.512199
TO,2020-06-04,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,25.736111,22.569444,27.930556,0.0,21.541667,77.743165
TO,2020-06-05,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,25.569444,22.25,28.25,0.169333,22.902778,85.279756
TO,2020-06-06,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,25.236111,22.777778,27.416667,2.201333,23.777778,91.669289
TO,2020-06-07,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,25.236111,23.194444,27.694444,20.574,23.569444,90.539048
TO,2020-06-08,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,24.694444,22.055556,28.347222,1.524,22.986111,90.237699
TO,2020-06-09,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,24.416667,21.875,27.375,9.4615,23.013889,91.903585
TO,2020-06-10,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,24.791667,23.069444,26.986111,2.963333,22.722222,88.470052
TO,2020-06-11,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,24.513889,22.944444,27.111111,0.423333,19.694444,74.631587
TO,2020-06-12,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,23.777778,22.375,26.041667,0.0,17.75,69.205657
TO,2020-06-13,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,23.472222,21.75,25.847222,0.0635,17.375,68.866898
TO,2020-06-14,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,22.861111,21.125,24.75,0.846667,18.583333,76.853866
TO,2020-06-15,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,23.361111,20.972222,25.125,3.048,18.527778,74.352554
TO,2020-06-16,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,23.703704,22.0,25.333333,0.0,16.296296,63.421138
TO,2020-06-17,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,23.986111,22.25,25.75,0.508,18.333333,70.745227
TO,2020-06-18,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,23.472222,21.361111,26.0,1.3335,18.388889,73.37615
TO,2020-06-19,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,24.180556,21.277778,26.291667,1.524,19.472222,75.287689
TO,2020-06-20,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,24.847222,21.902778,26.680556,0.254,19.680556,73.195071
TO,2020-06-21,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,25.555556,23.152778,27.75,0.0,23.694444,89.516491
TO,2020-06-22,ChIJHdCfu0S2k3ERqeJexcrMbfM,Q678,country/TON,TO,Tonga,TO,TON,0,0,0,0,0,,,,,,,105697,52904,52793,80349,24145,146.801,0.726,24639,23522,17140,12183,10290,8701,5303,2791,1128,450353313,4364,0.512,2186665,-20.587778,-174.810278,750,552,181,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,4.157,222.015488,23.601473,1,0,1,3,0,2,0,4,0,1,0,0,2,1,1,0,0,0,0,47.22,25.638889,23.055556,27.972222,4.995333,24.083333,91.145014
