location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
MG,2021-07-10,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,17,2,563,42499,933,219782,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,4,5,53.7,16.166667,12.194444,20.888889,0.508,13.055556,82.10226
MG,2021-07-11,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,18,3,148,42517,936,219930,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,15.472222,11.0,21.25,0.0,12.027778,80.383266
MG,2021-07-12,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,0,519,42517,936,220449,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,14.638889,10.388889,21.75,0.508,12.388889,86.683615
MG,2021-07-13,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,0,460,42517,936,220909,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,14.203704,9.0,21.092593,0.169333,10.888889,80.737055
MG,2021-07-14,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,0,404,42517,936,221313,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,14.833333,8.361111,22.611111,0.254,11.222222,79.054679
MG,2021-07-15,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,73,4,562,42590,940,221875,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,14.166667,8.037037,21.537037,0.0,10.685185,79.637989
MG,2021-07-16,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,16,1,156,42606,941,222031,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,15.388889,10.333333,20.805556,1.016,11.222222,76.535966
MG,2021-07-17,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,2,0,173,42608,941,222204,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,15.638889,12.305556,20.888889,0.254,11.388889,76.245755
MG,2021-07-18,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,13,0,100,42621,941,222304,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,15.722222,11.5,21.444444,0.508,12.638889,82.338378
MG,2021-07-19,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,7,0,1241,42628,941,223545,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,15.666667,12.5,21.083333,0.0,12.527778,81.846811
MG,2021-07-20,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,3,0,201,42631,941,223746,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,15.5,13.361111,20.555556,0.508,13.416667,87.654122
MG,2021-07-21,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,20,2,230,42651,943,223976,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,15.722222,10.638889,20.5,0.508,12.666667,83.017713
MG,2021-07-22,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,9,0,245,42660,943,224221,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,14.37037,6.944444,22.407407,0.0,9.962963,74.926634
MG,2021-07-23,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,9,0,471,42669,943,224692,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,14.518519,6.944444,22.907407,0.0,10.074074,74.7403
MG,2021-07-24,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,1,79,42669,944,224771,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,14.555556,10.75,22.916667,0.0,11.527778,82.704709
MG,2021-07-25,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,8,1,235,42677,945,225006,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,2,1,0,0,3,5,53.7,13.75,10.416667,19.305556,0.254,10.75,82.545767
MG,2021-07-26,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,8,1,1063,42685,946,226069,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,12.888889,10.0,21.611111,0.0,10.083333,83.634161
MG,2021-07-27,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,30,0,511,42715,946,226580,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,13.722222,9.5,20.25,0.635,9.805556,78.019163
MG,2021-07-28,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,7,1,314,42722,947,226894,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,13.166667,6.444444,20.25,0.0,8.944444,76.682694
MG,2021-07-29,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,11,0,261,42733,947,227155,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,14.611111,9.62963,20.037037,0.0,12.277778,86.313485
MG,2021-07-30,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,2,0,170,42735,947,227325,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,14.472222,10.75,20.5,0.254,12.055556,85.617133
MG,2021-07-31,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,5,0,198,42740,947,227523,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,14.388889,9.75,20.0,0.0,10.861111,79.666484
MG,2021-08-01,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,2,0,652,42742,947,228175,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,13.638889,7.5,20.5,0.762,10.916667,84.489397
MG,2021-08-02,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,11,0,197,42753,947,228372,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,14.907407,9.12963,21.518519,0.0,11.592593,80.582767
MG,2021-08-03,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,0,,42753,947,,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,15.75,8.194444,23.111111,0.0,11.138889,74.44075
MG,2021-08-04,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,0,,42753,947,,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,14.75,12.611111,20.75,2.921,12.833333,88.552478
MG,2021-08-05,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,0,,42753,947,,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,13.703704,9.592593,19.759259,0.677333,10.407407,80.75475
MG,2021-08-06,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,23,1,,42776,948,,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,13.416667,6.694444,21.25,0.127,9.305556,76.992032
MG,2021-08-07,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,5,0,,42781,948,231233,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,14.777778,7.111111,22.861111,0.0,9.944444,72.954374
MG,2021-08-08,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,6,0,211,42787,948,231444,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,0,0,2,3,1,0,0,3,0,53.7,15.472222,8.0,24.25,0.0,9.972222,70.192521
MG,2021-08-09,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,4,1,528,42791,949,231972,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,15.037037,6.62963,23.277778,0.0,9.796296,71.401017
MG,2021-08-10,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,4,1,506,42795,950,232478,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,14.833333,6.805556,23.611111,0.0,8.416667,65.482982
MG,2021-08-11,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,7,1,329,42802,951,232807,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,15.759259,10.5,22.166667,0.0,10.981481,74.228555
MG,2021-08-12,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,9,1,306,42811,952,233113,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,16.62963,7.462963,25.407407,0.0,10.814815,68.865049
MG,2021-08-13,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,0,,42811,952,,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,20.0,10.555556,26.361111,0.0,13.916667,68.00913
MG,2021-08-14,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,8,2,,42819,954,,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,16.611111,13.0,26.5,0.0,11.5,71.801464
MG,2021-08-15,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,0,,42819,954,234622,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,14.0,10.0,20.0,0.0,8.944444,71.580321
MG,2021-08-16,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,13,0,525,42832,954,235147,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,14.166667,7.722222,22.814815,0.0,9.111111,72.301038
MG,2021-08-17,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,4,0,779,42836,954,235926,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,14.861111,9.25,19.5,0.508,11.444444,80.649516
MG,2021-08-18,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,2,0,779,42838,954,236705,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,14.666667,7.777778,21.5,0.0,9.888889,73.678316
MG,2021-08-19,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,4,0,,42842,954,,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,17.481481,7.907407,26.703704,0.0,12.666667,73.529981
MG,2021-08-20,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,3,0,,42845,954,237398,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,21.222222,15.083333,28.5,0.0,16.083333,72.569941
MG,2021-08-21,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,2,1,219,42847,955,237617,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,19.055556,12.0,28.888889,0.0,11.777778,62.701529
MG,2021-08-22,ChIJRYUj6uOk0SERiBN7l8HjRFI,Q1019,country/MDG,MG,Madagascar,MG,MDG,0,0,0,,42847,955,,,,,,,,27691019,13814619,13876400,16758458,10210849,3210386,3210386,47.596,0.519,7762937,6342928,4898736,3370908,2387858,1539765,915208,359863,112816,14083906356,522,0.374,447325,-20.0,47.0,587295,587832,2272,66.681,4.5,38.2,232.545,181.739,159.6,22.9,0.146,24.670837,6.090098,2,2,1,2,0,2,0,4,0,0,,,2,3,1,,0,3,4,53.7,16.388889,10.0,26.277778,0.0,9.055556,61.858944
