location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
TJ,2021-07-11,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,45,3,14319,108,16744,377744,10,19950,16754,397694,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-11,-1,-21,-32,-25,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,24.133333,16.811111,30.977778,0.0,,10.033333,42.580752
TJ,2021-07-12,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,47,2,14366,110,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-8,7,-13,-31,-27,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,21.977778,16.616667,28.322222,1.806222,,10.083333,50.143578
TJ,2021-07-13,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,42,1,14408,111,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-9,5,-16,-30,-28,0,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,18.033333,14.088889,23.816667,3.951111,,10.516667,64.964996
TJ,2021-07-14,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,37,0,14445,111,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-11,6,-22,-26,-27,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,20.027778,12.733333,27.95,0.0254,,7.822222,47.431899
TJ,2021-07-15,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,41,0,14486,111,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-8,6,-21,-27,-28,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,21.505556,13.427778,29.077778,0.0,,7.761111,42.740402
TJ,2021-07-16,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,41,1,14527,112,44088,421832,240,20190,44328,442022,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-6,6,-21,-26,-27,2,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,22.138889,15.361111,28.322222,0.0,,9.438889,47.319238
TJ,2021-07-17,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,52,1,14579,113,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-8,9,-24,-28,-25,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,23.594444,15.661111,31.533333,0.1524,,9.861111,42.915826
TJ,2021-07-18,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,51,2,14630,115,9226,431058,844,21034,10340,452362,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-4,11,-21,-26,-18,0,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,23.172222,16.155556,30.388889,0.3048,,10.272222,45.551312
TJ,2021-07-19,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,63,1,14693,116,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-6,20,-22,-29,-35,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,22.716667,15.777778,30.111111,0.28575,,9.15,43.681268
TJ,2021-07-20,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,68,1,14761,117,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-39,-33,-26,-48,-77,4,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,20.488889,14.772222,27.261111,1.016,,8.8,48.663532
TJ,2021-07-21,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,84,0,14845,117,16056,447114,1208,22242,16994,469356,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-21,-11,-24,-36,-41,0,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,20.177778,13.766667,27.633333,0.0,,7.65,45.298424
TJ,2021-07-22,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,78,0,14923,117,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-12,-3,-21,-31,-33,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,21.316667,12.95,28.838889,0.0508,,8.266667,43.785578
TJ,2021-07-23,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,81,1,15004,118,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-10,1,-22,-30,-28,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,22.461111,14.2,30.933333,0.0,,8.55,42.120647
TJ,2021-07-24,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,76,1,15080,119,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-14,-1,-24,-35,-27,3,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,24.688889,14.777778,33.805556,0.0254,,8.883333,37.796321
TJ,2021-07-25,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,84,1,15164,120,15428,462542,7282,29524,22710,492066,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-14,-5,-21,-36,-25,2,1,1,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,4,5,35.19,26.788889,16.505556,35.377778,0.0,,10.005556,35.936919
TJ,2021-07-26,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,81,1,15245,121,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-7,6,-15,-33,-26,0,1,1,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,4,5,35.19,27.55,18.005556,36.016667,0.0,,10.405556,35.332722
TJ,2021-07-27,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,84,1,15329,122,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-9,5,-18,-29,-26,0,1,1,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,4,5,35.19,27.394444,20.238889,34.527778,0.0,,10.961111,37.122673
TJ,2021-07-28,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,75,0,15404,122,61930,524472,10926,40450,72856,564922,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-11,5,-19,-30,-27,1,1,1,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,4,5,35.19,26.694444,20.411111,33.088889,0.0,,11.205556,39.151944
TJ,2021-07-29,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,78,0,15482,122,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-11,0,-18,-31,-29,0,1,1,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,4,5,35.19,24.972222,19.622222,31.711111,0.3556,,10.711111,42.699098
TJ,2021-07-30,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,68,0,15550,122,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-9,-1,-17,-31,-28,2,1,1,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,4,5,35.19,24.261111,17.766667,31.111111,0.127,,9.216667,39.793228
TJ,2021-07-31,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,69,0,15619,122,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-12,2,-22,-35,-26,1,1,1,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,4,5,35.19,24.266667,16.655556,31.516667,0.0,,9.416667,40.359171
TJ,2021-08-01,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,74,0,15693,122,226042,750514,15851,56301,241893,806815,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-12,-2,-18,-32,-24,-1,1,1,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,4,5,35.19,20.838889,15.75,27.694444,1.016,,9.877778,52.244045
TJ,2021-08-02,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,71,0,15764,122,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-4,9,-10,-31,-26,-1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,20.877778,14.466667,28.027778,0.762,,9.016667,48.373573
TJ,2021-08-03,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,76,1,15840,123,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-6,5,-16,-29,-28,-1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,22.261111,14.15,30.227778,0.0,,8.061111,41.699077
TJ,2021-08-04,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,73,0,15913,123,263294,1013808,23949,80250,287243,1094058,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-8,9,-17,-29,-27,0,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,21.538889,15.638889,28.588889,0.254,,8.0,44.334706
TJ,2021-08-05,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,70,0,15983,123,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-7,4,-17,-29,-27,0,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,21.65,13.722222,29.133333,0.0,,6.416667,38.770115
TJ,2021-08-06,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,68,0,16051,123,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-7,2,-15,-29,-26,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,21.805556,13.994444,28.938889,0.1778,,7.222222,41.501316
TJ,2021-08-07,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,69,0,16120,123,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-10,3,-21,-35,-26,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,22.388889,13.905556,30.294444,0.0508,,7.094444,39.499515
TJ,2021-08-08,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,72,1,16192,124,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-10,0,-19,-32,-25,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,22.505556,13.955556,30.111111,0.0,,7.155556,38.171423
TJ,2021-08-09,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,70,0,16262,124,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-4,9,-12,-31,-25,0,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,23.466667,13.911111,31.622222,0.0,,7.638889,37.229901
TJ,2021-08-10,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,68,0,16330,124,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-5,8,-13,-29,-26,-1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,23.633333,15.205556,31.594444,0.0,,7.611111,36.861982
TJ,2021-08-11,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,67,0,16397,124,527667,1541475,49750,130000,577417,1671475,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-6,8,-15,-27,-26,-1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,23.7,14.566667,31.688889,0.0,,7.016667,35.184481
TJ,2021-08-12,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,64,0,16461,124,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-7,5,-16,-26,-26,-1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,23.2,14.888889,30.938889,0.0,,5.894444,33.766697
TJ,2021-08-13,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,60,1,16521,125,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-5,3,-14,-26,-27,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,22.227778,13.444444,30.688889,0.0,,4.961111,33.334189
TJ,2021-08-14,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,54,0,16575,125,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-8,4,-17,-31,-26,1,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,18.883333,13.122222,26.4,0.733778,,6.327778,45.550979
TJ,2021-08-15,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,48,0,16623,125,158077,1699552,976,130976,159053,1830528,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-8,0,-19,-30,-24,0,1,1,0,2,0,0,0,4,0,0,0,0,2,1,0,0,0,4,5,35.19,17.983333,10.9,25.333333,0.3556,,5.45,45.870565
TJ,2021-08-16,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,52,0,16675,125,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-2,9,-9,-30,-25,-1,1,1,0,2,0,0,0,4,0,0,,,2,1,0,,0,4,5,35.19,19.2,10.588889,27.938889,0.0,,4.088889,37.841526
TJ,2021-08-17,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,51,0,16726,125,56406,1755958,81024,212000,137430,1967958,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-5,7,-11,-28,-27,-1,1,1,0,2,0,0,0,4,0,0,,,2,1,0,,0,4,5,35.19,20.35,10.622222,29.794444,0.0,,4.033333,34.953464
TJ,2021-08-18,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,48,0,16774,125,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-7,9,-17,-27,-24,0,1,1,0,2,0,0,0,4,0,0,,,2,1,0,,0,4,5,35.19,20.466667,11.216667,29.488889,0.0,,4.361111,35.401904
TJ,2021-08-19,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,49,0,16823,125,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-6,6,-14,-28,-26,0,1,1,0,2,0,0,0,4,0,0,,,2,1,0,,0,4,5,35.19,21.044444,11.805556,29.138889,0.0,,6.205556,38.882586
TJ,2021-08-20,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,45,0,16868,125,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-5,3,-13,-29,-26,1,1,1,0,2,0,0,0,4,0,0,,,2,1,0,,0,4,5,35.19,20.472222,13.427778,28.555556,0.0,,6.711111,42.161646
TJ,2021-08-21,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,46,0,16914,125,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-10,3,-17,-34,-25,1,1,1,0,2,0,0,0,4,0,0,,,2,1,0,,0,4,5,35.19,21.255556,12.983333,29.472222,0.0,,7.377778,41.543107
TJ,2021-08-22,ChIJzbO8enN2sTgRtYgZT4QxwyU,Q863,country/TJK,TJ,Tajikistan,TJ,TJK,0,48,0,16962,125,,,,,,,9537642,4805738,4731904,6775541,2545477,893826,68.145,0.65,2577610,1788367,1648522,1390331,882399,700890,387890,117606,44027,8116626794,870,0.533,214626,38.583333,71.366667,141380,70.879,6.1,30.4,164.528,96.277,129.3,25.3,57.899853,36.565151,-11,-1,-19,-33,-24,0,1,1,0,2,0,0,0,4,0,0,,,2,1,0,,0,4,5,35.19,21.522222,13.122222,30.561111,0.0,,6.766667,39.111718
