location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
KG,2020-05-19,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,43,0,1712,14,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-43,-28,-15,-42,-41,10,3,2,2,4,2,2,2,4,1,1,0,0,2,1,1,0,0,0,0,84.72,13.290123,8.993827,18.32716,0.508,,6.296296,65.673974
KG,2020-05-20,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,38,0,1750,14,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-42,-26,-13,-40,-40,9,3,2,2,4,2,2,2,4,1,1,0,0,2,1,1,0,0,0,0,84.72,16.183333,8.561111,22.394444,9.9568,,4.983333,50.409788
KG,2020-05-21,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,15,0,1765,14,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-36,-22,-10,-38,-38,8,3,2,2,4,2,2,2,4,1,1,15000000,0,2,1,1,16000000,0,0,0,84.72,17.677778,9.355556,24.65,0.0,,4.3,43.375407
KG,2020-05-22,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,38,0,1803,14,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-37,-21,-11,-36,-35,8,3,2,2,4,2,2,2,4,1,1,0,0,2,1,1,0,0,0,0,84.72,18.916667,10.394444,26.344444,0.0,,4.45,40.136879
KG,2020-05-23,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,30,2,1833,16,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-37,-21,-9,-36,-24,4,3,2,2,4,2,2,2,4,1,1,0,0,2,1,1,0,0,0,0,84.72,21.461111,12.344444,28.794444,0.0,,6.9,40.482268
KG,2020-05-24,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,36,0,1869,16,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-41,-29,2,-40,-22,-2,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,0,0,79.17,22.123457,12.598765,29.728395,0.0,,6.567901,37.660077
KG,2020-05-25,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,58,0,1927,16,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-33,-21,-5,-36,-49,6,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,0,0,79.17,23.45,13.772222,30.861111,0.0,,7.933333,38.02235
KG,2020-05-26,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,78,0,2005,16,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-22,-10,5,-27,-30,2,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,3,0,79.17,24.105556,14.927778,31.511111,0.0,,8.305556,37.676936
KG,2020-05-27,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,74,0,2079,16,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-22,-9,1,-27,-29,2,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,3,0,79.17,23.648148,15.092593,31.160494,0.0,,7.864198,37.871498
KG,2020-05-28,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,62,0,2141,16,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-20,-7,4,-26,-29,2,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,3,0,79.17,22.049383,14.271605,29.512346,0.0,,6.530864,40.228122
KG,2020-05-29,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,26,0,2167,16,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-20,-7,2,-25,-26,2,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,3,0,79.17,20.006173,13.808642,26.882716,0.0,,7.32716,47.430565
KG,2020-05-30,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,70,0,2237,16,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-21,-8,2,-24,-11,-2,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,3,0,79.17,20.259259,13.006173,27.611111,0.028222,,6.938272,44.264879
KG,2020-05-31,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,30,1,2267,17,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-19,-5,7,-25,4,-4,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,3,0,79.17,21.691358,12.746914,29.012346,0.0,,6.32716,38.672457
KG,2020-06-01,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,28,3,2295,20,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-13,-4,14,-19,-26,0,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,3,0,79.17,21.950617,13.623457,29.030864,0.8128,,7.820988,42.807315
KG,2020-06-02,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,29,0,2324,20,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-14,-2,8,-19,-26,-1,3,2,2,4,2,2,2,4,1,1,0,0,1,1,1,0,0,3,0,79.17,21.530864,15.228395,28.45679,0.580571,,8.506173,46.022992
KG,2020-06-03,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,39,2,2363,22,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-15,-2,6,-18,-27,0,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,22.518519,15.209877,29.666667,0.0,,7.703704,42.101551
KG,2020-06-04,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,40,0,2403,22,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-14,-3,9,-19,-27,0,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,23.888889,16.111111,30.271605,0.0,,7.728395,38.89262
KG,2020-06-05,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,35,0,2438,22,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-15,-5,6,-18,-25,0,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,20.462963,14.975309,25.666667,0.0,,8.061728,47.688623
KG,2020-06-06,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,25,1,2463,23,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-15,-5,8,-15,-11,-4,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,19.654321,13.462963,26.574074,12.3825,,5.191358,42.025413
KG,2020-06-07,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,23,1,2486,24,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-13,-4,13,-16,3,-5,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,20.092593,12.222222,26.691358,0.0,,5.117284,38.757214
KG,2020-06-08,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,44,2,2530,26,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-13,-7,2,-16,-26,1,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,16.308642,12.438272,20.567901,1.016,,8.209877,59.848452
KG,2020-06-09,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,38,0,2568,26,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-12,-4,9,-14,-26,0,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,17.555556,11.604938,23.962963,0.254,,7.987654,54.39343
KG,2020-06-10,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,41,0,2609,26,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-11,-3,3,-14,-26,0,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,16.302469,11.271605,22.574074,1.7145,,6.993827,55.985381
KG,2020-06-11,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,43,1,2652,27,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-9,0,10,-13,-26,0,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,17.611111,10.802469,24.055556,0.0,,4.740741,46.219316
KG,2020-06-12,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,83,0,2735,27,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-10,-2,10,-13,-24,0,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,18.919753,11.358025,26.04321,0.169333,,4.314815,39.351125
KG,2020-06-13,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,90,0,2825,27,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-14,-4,11,-14,-10,-4,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,19.901235,11.62963,27.635802,0.056444,,5.265432,39.134648
KG,2020-06-14,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,115,2,2940,29,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-13,-3,16,-16,4,-5,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,22.419753,13.104938,29.518519,0.0,,5.339506,33.81529
KG,2020-06-15,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,104,1,3044,30,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-12,-4,11,-15,-26,0,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,22.314815,14.623457,29.314815,0.0,,6.253086,36.873586
KG,2020-06-16,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,119,1,3163,31,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-10,0,15,-14,-26,-1,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,21.987654,13.950617,29.475309,0.0,,5.555556,37.279505
KG,2020-06-17,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,146,1,3309,32,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-10,1,9,-12,-26,-1,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,18.617284,12.660494,24.598765,0.0,,6.006173,45.861481
KG,2020-06-18,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,208,3,3517,35,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-9,-1,12,-12,-27,-1,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,18.166667,11.993827,24.148148,0.0,,5.716049,46.406406
KG,2020-06-19,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,192,0,3709,35,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-12,-4,10,-12,-25,0,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,20.82716,12.722222,27.839506,0.0,,4.037037,35.256224
KG,2020-06-20,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,235,5,3944,40,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-15,-6,9,-14,-10,-3,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,73.61,20.438272,12.506173,27.58642,0.0,,3.925926,35.641507
KG,2020-06-21,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,222,1,4166,41,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-15,-5,14,-15,3,-5,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,73.61,21.444444,11.345679,29.864198,0.0,,3.54321,32.897342
KG,2020-06-22,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,239,1,4405,42,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-15,-12,8,-15,-31,1,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,73.61,24.5,12.660494,32.080247,0.0,,5.024691,29.423842
KG,2020-06-23,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,264,1,4669,43,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-15,-4,8,-14,-30,1,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,73.61,22.388889,16.469136,27.808642,0.1524,,8.308642,44.071769
KG,2020-06-24,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,297,0,4966,43,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-15,-4,5,-14,-29,1,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,73.61,20.901235,13.12963,27.932099,0.0,,6.444444,42.436117
KG,2020-06-25,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,362,3,5328,46,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-15,-5,8,-14,-30,1,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,73.61,21.950617,13.376543,29.888889,0.0,,4.32716,32.737075
KG,2020-06-26,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,344,0,5672,46,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-19,-8,3,-16,-29,2,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,73.61,21.938272,14.32716,28.839506,0.145143,,6.722222,38.724278
KG,2020-06-27,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,369,4,6041,50,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-33,-20,-10,-32,-21,3,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,16.518519,11.814815,21.641975,1.354667,,8.839506,63.066564
KG,2020-06-28,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,498,7,6539,57,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-32,-20,-10,-33,-5,1,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,14.561728,8.919753,22.135802,0.3556,,3.765432,49.247465
KG,2020-06-29,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,679,5,7218,62,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-21,-15,2,-21,-32,3,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,18.759259,8.104938,26.641975,0.0,,2.259259,33.963268
KG,2020-06-30,ChIJ8yfp_B04lzgRM8SITrdYECg,Q813,country/KGZ,KG,Kyrgyzstan,KG,KGZ,0,743,4,7961,66,,,,,,,6524191,3227270,3296921,4094256,2362644,1017166,34.016,0.672,1529450,1100701,1082940,1014705,686435,581435,363824,111214,53487,8454619607,1309,0.58,178009,41.0,75.0,199950,71.4,26.5,6.1,16.9,210.663,94.014,110.7,24.9,78.822838,44.43766,-20,-5,1,-19,-32,3,3,2,2,4,2,2,2,3,1,1,0,0,1,1,1,0,0,3,0,76.39,21.358025,12.04321,27.882716,0.0,,6.407407,39.355756
