location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_hospitalized_patients,cumulative_hospitalized_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
JP,2020-08-15,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1233,3,7438,38988,1087,1041219,13084,403972,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-14,0,6,-29,-41,9,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,31.577778,27.022222,36.161111,0.0,,23.883333,64.161462
JP,2020-08-16,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1015,11,25835,40003,1098,1067054,13020,416992,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-19,-3,-5,-30,-18,5,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,31.333333,26.561111,36.35,0.0,,23.655556,64.209581
JP,2020-08-17,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,630,16,21130,40633,1114,1088184,12778,429770,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-11,-1,-3,-26,-17,7,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,31.533333,26.205556,36.827778,0.0,,22.438889,59.089432
JP,2020-08-18,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,903,13,21937,41536,1127,1110121,12097,441867,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-9,1,4,-25,-15,7,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,30.166667,25.305556,35.516667,0.0,,21.722222,61.292865
JP,2020-08-19,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1078,16,21889,42614,1143,1132010,11702,453569,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-12,0,2,-25,-15,7,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,31.055556,25.588889,35.583333,0.0,,22.933333,63.139863
JP,2020-08-20,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1176,11,21866,43790,1154,1153876,11727,465296,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-11,2,-4,-26,-14,7,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,31.422222,27.111111,36.388889,0.0,,24.122222,65.676944
JP,2020-08-21,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,1035,14,13348,44825,1168,1167224,11615,476911,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-15,-3,-4,-27,-15,8,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,30.944444,26.633333,36.611111,0.0,,23.866667,66.392037
JP,2020-08-22,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,985,7,10953,45810,1175,1178177,11747,488658,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-15,-1,-8,-28,-12,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,28.666667,24.366667,35.577778,8.85825,,22.222222,68.362197
JP,2020-08-23,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,737,5,22051,46547,1180,1200228,11731,500389,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-17,-3,-9,-31,-11,5,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,29.338889,24.45,33.938889,0.0,,22.555556,67.237026
JP,2020-08-24,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,491,15,18238,47038,1195,1218466,11225,511614,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,-3,-5,-24,-12,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,30.105556,25.566667,34.566667,0.0,,22.95,65.823984
JP,2020-08-25,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,709,13,19353,47747,1208,1237819,10663,522277,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-7,3,1,-22,-12,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,30.333333,26.327778,35.216667,0.0,,23.161111,65.839819
JP,2020-08-26,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,893,17,21546,48640,1225,1259365,10323,532600,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-11,0,-2,-23,-12,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,30.483333,26.338889,35.383333,3.9116,,22.616667,63.34419
JP,2020-08-27,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,870,12,18597,49510,1237,1277962,10127,542727,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-12,0,-7,-24,-12,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,28.6,25.955556,33.116667,12.2555,,24.411111,78.445618
JP,2020-08-28,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,869,17,12915,50379,1254,1290877,9708,552435,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-14,-2,-6,-25,-13,7,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,28.55,25.894444,32.166667,13.30325,,25.011111,81.400798
JP,2020-08-29,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,841,9,9577,51220,1263,1300454,9705,562140,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,0,-5,-26,-12,5,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,30.466667,26.111111,35.411111,6.773333,,24.505556,70.926026
JP,2020-08-30,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,598,15,21529,51818,1278,1321983,9658,571798,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-14,0,-8,-29,-10,5,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,30.461111,26.005556,35.766667,0.451556,,23.761111,67.811888
JP,2020-08-31,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,430,17,18131,52248,1295,1340114,9142,580940,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,-2,-10,-23,-10,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,30.383333,25.805556,35.694444,3.14325,,23.555556,67.418977
JP,2020-09-01,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,624,11,24123,52872,1306,1364237,9111,590051,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-11,1,-3,-22,-11,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,29.311111,26.144444,33.555556,8.001,,23.738889,72.396695
JP,2020-09-02,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,585,12,22991,53457,1318,1387228,8608,598659,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-15,-3,-10,-25,-12,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,29.333333,26.783333,34.072222,2.921,,24.1,73.700539
JP,2020-09-03,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,654,11,15457,54111,1329,1402685,8371,607030,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,-1,-11,-24,-12,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,29.022222,25.994444,32.238889,5.2705,,23.955556,74.532868
JP,2020-09-04,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,582,19,11930,54693,1348,1414615,7965,614995,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-13,-1,-10,-24,-12,7,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,27.088889,24.877778,30.461111,7.58825,,23.733333,82.140315
JP,2020-09-05,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,598,8,4175,55291,1356,1418790,7917,622912,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-12,2,-12,-27,-11,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,29.144444,24.733333,34.455556,0.254,,22.966667,69.742662
JP,2020-09-06,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,447,6,24012,55738,1362,1442802,7877,630789,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-20,-8,-23,-35,-13,6,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,27.6,24.505556,31.838889,19.14525,,23.522222,78.701191
JP,2020-09-07,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,285,14,14637,56023,1376,1457439,7449,638238,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-22,-13,-23,-29,-19,9,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,28.438889,24.683333,33.205556,26.7335,,22.705556,71.496254
JP,2020-09-08,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,510,16,23072,56533,1392,1480511,7108,645346,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-9,1,0,-21,-12,5,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,27.972222,23.361111,33.277778,0.3556,,20.155556,63.134663
JP,2020-09-09,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,507,13,22306,57040,1405,1502817,6849,652195,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-12,-3,-3,-22,-12,5,1,1,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,32.41,24.455556,22.572222,29.15,4.34975,,20.672222,79.670399
JP,2020-09-10,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,709,6,16479,57749,1411,1519296,6771,658966,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-10,0,-4,-20,-12,5,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,25.233333,22.644444,28.316667,12.60475,,22.461111,84.803318
JP,2020-09-11,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,637,11,10545,58386,1422,1529841,6693,665659,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-12,-2,-2,-21,-12,6,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,26.727778,23.688889,30.372222,5.023556,,23.011111,80.318053
JP,2020-09-12,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,639,16,472,59025,1438,1530313,6763,672422,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-12,-3,-15,-25,-13,5,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,28.027778,24.111111,31.605556,9.172222,,22.838889,73.821498
JP,2020-09-13,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,438,3,25446,59463,1441,1555759,6849,679271,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-11,-2,-1,-25,-9,3,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,24.794444,21.055556,28.772222,5.0546,,20.316667,76.484606
JP,2020-09-14,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,262,9,20163,59725,1450,1575922,6573,685844,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-11,-4,2,-19,-9,4,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,22.933333,18.472222,27.161111,0.7874,,16.655556,68.088525
JP,2020-09-15,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,530,10,18314,60255,1460,1594236,6353,692197,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-5,2,11,-17,-10,4,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,24.394444,18.938889,28.916667,0.0,,17.122222,64.327367
JP,2020-09-16,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,543,12,23313,60798,1472,1617549,6179,698376,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-9,-1,7,-18,-10,4,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,25.866667,21.461111,28.933333,0.0,,20.483333,72.455768
JP,2020-09-17,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,478,9,17605,61276,1481,1635154,6018,704394,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-10,-3,0,-19,-11,4,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,27.155556,24.011111,30.788889,5.3086,,22.911111,78.035723
JP,2020-09-18,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,569,13,9530,61845,1494,1644684,6032,710426,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-11,-3,-6,-19,-11,5,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,25.027778,21.65,30.022222,6.6675,,20.955556,78.457805
JP,2020-09-19,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,592,5,6153,62437,1499,1650837,6027,716453,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-8,1,12,-12,-9,2,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,23.477778,19.516667,28.216667,0.451556,,14.361111,56.962084
JP,2020-09-20,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,469,0,2778,62906,1499,1653615,6132,722585,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,-3,2,27,-7,-8,0,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,22.35,19.15,26.144444,0.3556,,15.0,63.686281
JP,2020-09-21,ChIJLxl_1w9OZzQRRFJmfNR1QvU,Q17,country/JPN,JP,Japan,JP,JPN,0,306,8,3386,63212,1507,1657001,6169,728754,,,,,,,126476458,61753045,64723413,10482515,115782416,37435191,81716514,346.934,0.919,10179969,11267171,12147325,14455416,18473075,16541515,15875235,16185375,11351377,5081769542379,40246,0.844,382313,35.0,136.0,377970,260649,108678,84.210976,22.1,5.6,1.8,66.483,35.709,11.9,8.4,12.1531,2.4115,4168.986328,535.619568,21,5,76,-25,-62,14,1,0,1,0,0,1,1,3,2,2,0,0,2,2,2,0,0,1,0,35.19,22.622222,17.827778,27.85,0.889,,13.722222,57.732837
