location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
ZM,2020-01-17,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.444444,18.0,25.0,36.068,,19.222222,87.17671
ZM,2020-01-18,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.555556,19.722222,26.0,8.89,,20.277778,92.444692
ZM,2020-01-19,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.333333,19.0,29.0,0.0,,19.777778,80.448344
ZM,2020-01-20,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.388889,19.0,28.0,12.954,,19.444444,78.53655
ZM,2020-01-21,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.666667,20.0,26.0,0.0,,19.5,82.328611
ZM,2020-01-22,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.555556,19.0,28.0,0.0,,18.111111,71.535416
ZM,2020-01-23,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.777778,17.0,28.0,0.0,,17.444444,71.896424
ZM,2020-01-24,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.444444,17.0,28.0,0.0,,15.888889,66.464351
ZM,2020-01-25,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.666667,16.0,27.0,0.0,,15.888889,69.691229
ZM,2020-01-26,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.055556,16.0,30.0,0.0,,15.944444,64.274259
ZM,2020-01-27,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.333333,18.0,31.0,0.0,,16.888889,59.538791
ZM,2020-01-28,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.277778,19.0,29.0,,,16.833333,67.107848
ZM,2020-01-29,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.5,17.0,29.0,0.0,,15.833333,66.005608
ZM,2020-01-30,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,19.0,25.0,,,18.388889,85.041141
ZM,2020-01-31,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.388889,18.0,24.0,,,18.111111,86.777022
ZM,2020-02-01,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.555556,17.0,25.0,0.0,,17.055556,80.358091
ZM,2020-02-02,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.166667,17.0,28.0,0.0,,16.666667,71.030573
ZM,2020-02-03,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.888889,17.0,28.0,,,17.5,76.157316
ZM,2020-02-04,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.444444,18.888889,28.0,1.016,,18.111111,76.511387
ZM,2020-02-05,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.388889,18.611111,28.0,0.0,,18.444444,78.392355
ZM,2020-02-06,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.166667,20.0,26.111111,,,19.111111,82.839826
ZM,2020-02-07,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.722222,19.0,27.0,0.762,,18.666667,77.897593
ZM,2020-02-08,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.944444,19.0,27.0,0.0,,19.0,83.389773
ZM,2020-02-09,ChIJcQv8_KX0QBkRRT5Yfqz5n_E,Q953,country/ZMB,ZM,Zambia,ZM,ZMB,0,0,0,,2,3,,,,,,,,18383956,9103006,9280950,9989317,7871713,2646619,2646619,24.73,0.588,5663542,4550181,3180383,2185194,1413889,761259,403835,179965,45708,23064722446,1291,0.396,195271,-14.0,28.0,752610,63.51,13.8,4.5,40.4,321.143,221.573,127.2,17.9,1.3376,1.1867,67.648666,8.015779,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.666667,10.0,26.0,,,17.222222,85.80047
