location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
BM,2020-08-30,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,169,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,1,1,2,1,0,0,2,3,2,0,0,4,0,44.44,28.555556,25.0,30.722222,4.318,24.444444,78.473683
BM,2020-08-31,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,3,0,,172,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,1,1,2,1,0,0,2,3,2,0,0,4,0,44.44,28.277778,24.777778,31.0,8.382,24.944444,82.169973
BM,2020-09-01,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,172,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,1,1,2,1,0,0,2,3,2,0,0,4,0,44.44,28.666667,25.111111,30.611111,4.064,24.944444,80.333987
BM,2020-09-02,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,172,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,1,1,2,1,0,0,2,3,2,0,0,4,0,44.44,28.444444,27.0,30.777778,0.0,24.722222,80.304982
BM,2020-09-03,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,2,0,,174,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,1,1,2,1,0,0,2,3,2,0,0,4,0,44.44,27.611111,24.888889,29.777778,16.51,24.611111,83.744623
BM,2020-09-04,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,1,0,,175,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,1,1,2,1,0,0,2,3,2,0,0,4,0,44.44,28.555556,24.888889,30.388889,0.508,25.055556,81.391203
BM,2020-09-05,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,175,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,38.89,28.388889,26.0,30.0,0.254,24.833333,81.101124
BM,2020-09-06,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,175,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,38.89,28.444444,24.722222,30.388889,0.0,24.555556,79.508807
BM,2020-09-07,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,175,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,38.89,28.222222,26.277778,30.388889,0.254,24.055556,78.165432
BM,2020-09-08,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,2,0,,177,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,38.89,28.277778,24.0,30.388889,0.0,24.111111,78.173379
BM,2020-09-09,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,177,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,38.89,28.277778,26.0,30.388889,0.508,24.222222,78.696229
BM,2020-09-10,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,177,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,38.89,28.555556,25.722222,30.0,0.254,23.388889,73.649456
BM,2020-09-11,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,177,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,38.89,27.388889,25.5,30.222222,0.0,21.833333,71.732001
BM,2020-09-12,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,177,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,38.89,27.277778,25.0,29.111111,0.0,21.833333,72.20056
BM,2020-09-13,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,177,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,2,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,38.89,27.722222,25.0,29.611111,9.906,22.5,73.261741
BM,2020-09-14,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,177,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.555556,23.0,28.0,52.578,24.5,88.508002
BM,2020-09-15,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,177,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,27.611111,23.277778,29.5,11.43,24.5,83.189842
BM,2020-09-16,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,1,0,,178,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.111111,23.888889,29.611111,0.254,23.222222,84.141018
BM,2020-09-17,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,178,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.333333,23.888889,28.111111,3.81,23.611111,85.014991
BM,2020-09-18,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,178,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.5,22.888889,28.388889,0.0,23.388889,83.062711
BM,2020-09-19,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,2,0,,180,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.5,24.777778,28.388889,0.0,23.222222,82.230971
BM,2020-09-20,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,180,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,27.111111,25.0,29.277778,0.0,24.222222,84.249031
BM,2020-09-21,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,180,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.666667,23.722222,29.611111,27.178,24.222222,86.479402
BM,2020-09-22,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,180,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,24.277778,20.0,25.222222,8.89,18.722222,71.170309
BM,2020-09-23,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,1,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,24.166667,20.222222,26.222222,0.254,14.944444,56.379642
BM,2020-09-24,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,24.944444,22.888889,27.111111,0.0,16.555556,59.658078
BM,2020-09-25,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,24.055556,21.0,27.0,0.0,18.722222,72.125515
BM,2020-09-26,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,25.555556,21.222222,27.388889,0.0,19.944444,71.157638
BM,2020-09-27,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,25.666667,23.277778,27.777778,,21.777778,79.128037
BM,2020-09-28,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,25.555556,23.611111,27.777778,0.0,21.333333,77.514785
BM,2020-09-29,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,25.777778,23.611111,28.0,0.0,21.777778,78.608366
BM,2020-09-30,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.333333,24.5,28.0,0.0,22.777778,80.839536
BM,2020-10-01,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.222222,25.0,28.0,0.0,23.055556,82.752177
BM,2020-10-02,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.388889,20.388889,28.111111,0.0,23.5,84.171129
BM,2020-10-03,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.222222,24.888889,28.111111,0.0,22.722222,81.098094
BM,2020-10-04,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.222222,24.777778,28.111111,0.0,22.777778,81.371747
BM,2020-10-05,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,26.055556,24.722222,28.111111,0.0,22.0,78.38178
BM,2020-10-06,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,181,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,25.666667,24.0,28.222222,12.192,23.0,85.232256
BM,2020-10-07,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,1,0,,182,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,25.055556,24.0,28.222222,2.286,20.222222,74.576643
BM,2020-10-08,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,2,0,,184,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,2,1,0,0,2,3,2,0,0,4,0,35.19,25.722222,24.0,28.611111,0.0,21.777778,78.86772
BM,2020-10-09,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,184,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,2,0,0,0,1,1,0,0,0,2,3,2,0,0,2,0,32.41,24.888889,23.0,26.0,0.254,18.333333,66.965551
BM,2020-10-10,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,184,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,2,0,0,0,1,1,0,0,0,2,3,2,0,0,2,0,32.41,23.888889,22.388889,26.222222,0.0,15.722222,60.261799
BM,2020-10-11,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,184,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,2,0,0,0,1,1,0,0,0,2,3,2,0,0,2,0,32.41,24.0,20.888889,26.5,0.0,18.555556,71.615988
BM,2020-10-12,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,184,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,2,0,0,0,1,1,0,0,0,2,3,2,0,0,2,0,32.41,24.166667,20.888889,27.0,0.0,19.333333,74.429652
BM,2020-10-13,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,1,0,,185,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,2,0,0,0,1,1,0,0,0,2,3,2,0,0,2,0,32.41,24.555556,22.0,27.0,2.286,21.055556,80.884656
BM,2020-10-14,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,185,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,2,0,0,0,1,1,0,0,0,2,3,2,0,0,2,0,32.41,25.611111,22.0,28.111111,1.778,22.5,82.960003
BM,2020-10-15,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,185,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,2,0,0,0,1,1,0,0,0,2,3,2,0,0,2,0,32.41,25.277778,22.777778,28.111111,4.572,22.333333,83.766699
BM,2020-10-16,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,185,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,2,0,0,0,1,1,0,0,0,2,3,2,0,0,2,0,32.41,25.388889,22.777778,27.722222,0.508,21.888889,80.991805
BM,2020-10-17,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,185,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,2,0,0,0,1,1,0,0,0,2,3,2,0,0,2,0,32.41,25.055556,22.888889,27.611111,0.0,21.944444,82.895353
BM,2020-10-18,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,185,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,1,0,0,0,2,2,2,0,0,2,0,35.19,25.944444,25.0,28.0,0.254,21.611111,77.047177
BM,2020-10-19,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,3,0,,188,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,1,0,0,0,2,2,2,0,0,2,0,35.19,25.555556,24.722222,28.0,,20.333333,72.889787
BM,2020-10-20,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,188,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,1,0,0,0,2,2,2,0,0,2,0,35.19,25.333333,23.0,28.0,0.508,19.555556,70.385067
BM,2020-10-21,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,188,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,1,0,0,0,2,2,2,0,0,2,0,35.19,25.222222,22.388889,28.5,1.016,20.111111,73.334444
BM,2020-10-22,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,2,0,,190,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,1,1,0,0,0,2,2,2,0,0,2,0,35.19,25.722222,23.5,27.0,0.762,22.944444,84.666641
BM,2020-10-23,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,190,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,2,1,0,0,0,2,2,2,0,0,2,0,37.96,25.555556,23.5,27.0,7.62,22.555556,83.515385
BM,2020-10-24,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,190,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,2,1,0,0,0,2,2,2,0,0,2,0,37.96,25.388889,23.777778,27.0,0.508,21.5,79.089406
BM,2020-10-25,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,0,0,,190,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,2,1,0,0,0,2,2,2,0,0,2,0,37.96,24.5,23.0,27.0,0.0,19.0,71.45822
BM,2020-10-26,ChIJpbBohp4TLYoRvLiZLMf93zw,Q23635,country/BMU,BM,Bermuda,BM,BMU,0,3,0,,193,9,,,,,,,,62273,32322,34524,0,63918,1245.46,7430,7680,8063,7719,7253,10229,9484,5676,3313,1993208,32.333333,-64.75,25,4290,22,38,81.651707,6.7,1,1,1,3,0,0,0,2,1,0,0,0,2,2,2,0,0,2,0,37.96,24.555556,21.888889,26.777778,6.35,21.777778,84.542934
