location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
ZA,2020-01-21,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.061728,17.932099,33.888889,4.882444,10.41358,41.933298
ZA,2020-01-22,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.549383,16.345679,34.561728,0.084667,5.820988,30.370377
ZA,2020-01-23,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,24.814815,15.790123,34.648148,0.112889,7.697531,36.192289
ZA,2020-01-24,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,23.080247,17.882716,34.487654,3.77825,12.703704,55.257759
ZA,2020-01-25,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,24.407407,17.08642,32.407407,3.076222,11.080247,45.498495
ZA,2020-01-26,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,24.216049,17.660494,32.888889,0.0,8.814815,38.236995
ZA,2020-01-27,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,20.598765,11.296296,31.611111,0.0,2.265432,30.900878
ZA,2020-01-28,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,23.858025,11.864198,33.790123,0.0,0.308642,23.520969
ZA,2020-01-29,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,26.259259,15.08642,36.234568,0.0,1.432099,21.830299
ZA,2020-01-30,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,27.746914,16.62963,37.722222,0.056444,5.987654,26.947613
ZA,2020-01-31,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,27.746914,20.345679,37.951389,0.451556,10.308642,34.71213
ZA,2020-02-01,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,28.419753,20.944444,37.04321,0.028222,9.148148,30.342167
ZA,2020-02-02,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,26.703704,20.469136,36.641975,1.439333,11.555556,39.541662
ZA,2020-02-03,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,27.185185,18.950617,36.216049,1.072444,10.592593,35.953699
ZA,2020-02-04,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,26.179012,18.802469,36.080247,0.479778,10.969136,39.02312
ZA,2020-02-05,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,25.845679,18.740741,35.240741,1.411111,11.487654,41.100477
ZA,2020-02-06,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,42,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,24.339506,18.876543,34.790123,1.778,14.234568,53.689098
ZA,2020-02-07,ChIJURLu2YmmNBwRoOikHwxjXeg,Q258,country/ZAF,ZA,South Africa,ZA,ZAF,0,0,0,,1,1,,,,,,,,59308690,29216012,30092678,19408553,39149717,5635127,20836302,48.891,0.699,11585605,10409174,10141489,10155325,7043275,4911532,3164441,1476055,421794,351431649241,6001,0.406,87565,-29.0,24.0,1037,1219090,53460,53460,63.857,20.3,12.7,28.5,376.404,248.816,86.7,26.2,1.3078,0.9054,499.237549,38.775391,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,22.561728,17.876543,32.320988,5.04825,16.197531,67.770311
