location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
ET,2020-01-11,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.333333,13.0,24.0,0.0,7.833333,53.633961
ET,2020-01-12,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.847222,10.805556,22.194444,0.508,9.236111,66.799027
ET,2020-01-13,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.722222,12.231481,21.537037,0.846667,12.101852,71.540397
ET,2020-01-14,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.555556,10.822222,24.044444,0.0,10.311111,59.467603
ET,2020-01-15,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.066667,8.622222,24.833333,0.0,7.977778,48.023716
ET,2020-01-16,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.722222,8.377778,24.644444,0.0,8.022222,53.586558
ET,2020-01-17,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.509259,7.898148,26.592593,0.0,7.944444,47.412516
ET,2020-01-18,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.824074,7.666667,26.259259,0.0,7.833333,46.133373
ET,2020-01-19,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.122222,6.822222,25.811111,0.0,5.5,43.761532
ET,2020-01-20,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.444444,8.777778,22.0,0.0,6.055556,50.233319
ET,2020-01-21,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.622222,7.633333,25.855556,0.0,7.688889,49.356368
ET,2020-01-22,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.287037,10.37037,25.37037,0.0,10.203704,56.338995
ET,2020-01-23,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.537037,11.805556,24.944444,0.0,11.722222,58.067718
ET,2020-01-24,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.9,11.133333,24.0,1.778,11.2,62.325719
ET,2020-01-25,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.444444,12.805556,21.916667,1.016,12.777778,75.444562
ET,2020-01-26,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.644444,11.255556,22.866667,0.4064,11.344444,67.990474
ET,2020-01-27,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.0,13.722222,22.0,0.0,11.277778,64.807653
ET,2020-01-28,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,19.666667,14.555556,24.583333,1.016,14.25,71.667381
ET,2020-01-29,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,20.083333,12.231481,25.75,0.0,12.046296,60.52313
ET,2020-01-30,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,20.155556,11.266667,26.155556,0.0,10.366667,54.21704
ET,2020-01-31,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,19.533333,11.444444,25.9,0.0,10.755556,57.319657
ET,2020-02-01,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,19.666667,12.644444,25.844444,0.0,10.611111,56.9785
ET,2020-02-02,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,21.648148,14.481481,25.861111,0.0,12.351852,56.475405
ET,2020-02-03,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,19.7,12.766667,24.733333,0.0,11.544444,60.141539
ET,2020-02-04,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,17.722222,12.388889,22.0,0.0,9.833333,59.900954
ET,2020-02-05,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,20.544444,12.577778,26.6,0.0,11.2,55.392117
ET,2020-02-06,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,18.0,12.0,24.777778,0.0,8.222222,52.804367
ET,2020-02-07,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,17.722222,9.87037,25.407407,0.0,9.462963,58.625609
ET,2020-02-08,ChIJK_1s3c7QNRYRWsVIU3-m9ns,Q115,country/ETH,ET,Ethiopia,ET,ETH,0,0,0,,1,23,,,,,,,,114963583,57516835,57446748,88290020,23788710,4591983,4591983,114.964,0.463,32037548,26828994,21439045,13792878,9038653,5704066,3624554,1929368,568477,96107662398,857,0.385,192800,9.0,40.0,1104300,1117893,5166,66.24,4.4,4.3,39.1,236.779,184.812,144.4,18.3,0.3,0.7135,0.0769,25.261953,8.692383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,21.033333,12.788889,27.2,0.0,7.711111,43.200637
